Source,cluster,count,TF_IDF_topic_name,percentage_of_documents,percentage_limit,Topic_terms
sci,46,2,"individual generation, 0.1653, 2, 6 ; energy islanding, 0.1009, 2, 4 ; grid power, 0.0902, 2, 4 ; system energy, 0.0503, 2, 2 ; integration power, 0.0488, 2, 2",1.0,1.0,individual generation ; energy islanding ; grid power ; system energy ; integration power
sci,47,2,"offshore grid, 0.5054, 1, 1 ; temporal spatial, 0.1495, 0, 0 ; long term, 0.0589, 0, 0 ; 100 km, 0.0478, 1, 1 ; time series, 0.0422, 1, 1",0.2667,1.0,offshore grid ; temporal spatial ; long term ; 100 km ; time series
sci,48,39,"offshore wind, 0.0250, 34, 87 ; wind farms, 0.0237, 24, 38 ; wind power, 0.0133, 15, 47 ; offshore wind farms, 0.0127, 18, 21 ; wind farm, 0.0118, 25, 56",0.6359,1.0,offshore wind ; wind farms ; wind power ; offshore wind farms ; wind farm
sci,49,1,"publishing ltd, 0.4190, 1, 1 ; green energy, 0.3617, 0, 0 ; energy island, 0.2006, 1, 1",0.6667,1.0,publishing ltd ; green energy ; energy island
sci,50,7,"grid frequency, 0.0729, 3, 9 ; frequency control, 0.0531, 4, 9 ; wind farm, 0.0478, 7, 13 ; closed loop, 0.0299, 2, 2 ; control design, 0.0289, 3, 3",0.5619,1.0,grid frequency ; frequency control ; wind farm ; closed loop ; control design
sci,51,3,"energy islands, 0.2221, 0, 0 ; energy system, 0.1676, 1, 1 ; three dimensional, 0.1353, 0, 0 ; arc shaped, 0.1344, 1, 2 ; taylor francis, 0.1211, 0, 0",0.1333,0.0,energy islands ; energy system ; three dimensional ; arc shaped ; taylor francis
sci,52,2,"energy islands, 0.4885, 1, 1 ; wastewater treatment, 0.2255, 1, 1 ; cost savings, 0.1745, 1, 1 ; energy island, 0.0823, 2, 2",0.55,1.0,energy islands ; wastewater treatment ; cost savings ; energy island
sci,53,2,"energy source, 0.2508, 2, 2 ; hydrogen energy, 0.2000, 1, 1 ; district heating, 0.1343, 1, 2 ; energy island, 0.1169, 2, 2 ; primary energy, 0.0591, 1, 1",0.7333,1.0,energy source ; hydrogen energy ; district heating ; energy island ; primary energy
sci,54,1,"rights reserved, 0.9932, 1, 1",1.0,1.0,rights reserved
sci,55,10,"energy storage, 0.0827, 9, 17 ; energy storage system, 0.0236, 3, 4 ; storage system, 0.0209, 3, 4 ; nsf caes, 0.0206, 0, 0 ; power grid, 0.0201, 1, 4",0.4467,1.0,energy storage ; energy storage system ; storage system ; nsf caes ; power grid
sci,56,1,"energy island, 0.9855, 1, 1",1.0,1.0,energy island
sci,57,6,"grid spacing, 0.1580, 3, 14 ; taylor francis, 0.1174, 0, 0 ; time series, 0.0972, 1, 3 ; finite difference, 0.0670, 0, 0 ; based wind, 0.0646, 1, 1",0.2111,1.0,grid spacing ; taylor francis ; time series ; finite difference ; based wind
sci,58,1,"qd growth, 0.8803, 1, 6 ; energy island, 0.1036, 0, 0",0.6667,1.0,qd growth ; energy island
sci,59,1,"ion implantation, 0.8065, 1, 7 ; energy islands, 0.0914, 1, 2 ; high energy, 0.0876, 1, 1",1.0,1.0,ion implantation ; energy islands ; high energy
sci,60,1,"elsevier ltd rights, 0.2114, 0, 0 ; ltd rights reserved, 0.2030, 0, 0 ; ltd rights, 0.2030, 0, 0 ; elsevier ltd, 0.1322, 1, 1 ; energy islands, 0.1114, 0, 0",0.1333,0.0,elsevier ltd rights ; ltd rights reserved ; ltd rights ; elsevier ltd ; energy islands
sci,61,2,"onshore offshore, 0.2191, 0, 0 ; sea level, 0.2153, 1, 3 ; onshore offshore grid, 0.1254, 0, 0 ; results presented, 0.1071, 1, 1 ; long term, 0.0874, 0, 0",0.2,0.0,onshore offshore ; sea level ; onshore offshore grid ; results presented ; long term
