0,1,2,3,4,5,6,7,8,9
0.0034637445458755613,0.0,0.0,0.12787250916515455,0.023724753875011106,0.03771529009489657,0.02087093898946901,0.009450651078440044,0.08015779045098897,0.0
0.0,0.006015264006906843,0.0,0.04815285684882873,0.059381132808454404,0.001623575514996257,0.045025692745538665,0.055423824173759725,0.0674495441888147,0.0
0.0,0.017473614994838942,0.0,0.17095727105919797,0.04166841843046136,0.0,0.006307289678616276,0.12881110206045385,0.013575594158782464,0.03474144699226658
0.021231699776636175,0.0,0.005019255607743695,0.22112359287445657,0.01034006079755136,0.0,0.0006945915839201379,0.03599709424510509,0.06740584437837553,0.0
0.0,0.0017438840135481346,0.0,0.135339135294931,0.015768777797082904,0.009731716647682322,0.03365111800344308,0.12692481105758846,0.1310278749365208,0.01887240024464379
0.035647215919420695,0.0,0.0,0.1823817046340521,0.015523934791439476,0.0,0.07770427829235045,0.08680889505293561,0.0,0.04887156139812987
0.01262413887900266,0.0,0.0,0.008985829509684469,0.0,0.0,0.23084218485726804,0.07512172644319474,0.049061603273431516,0.0
0.0008815288693732374,0.0,0.016170363234994,0.0,0.006663998277294341,0.0,0.01764171926649964,0.12242366372073292,0.0,0.02677322518766613
0.010822394789107645,0.0,0.02650253813594315,0.059748031206140084,0.009475073812439892,0.0,0.1329708040129694,0.0930533273608802,0.07856470351747784,0.0
0.0,0.0,0.0380740431660589,0.0,0.0,0.0,0.149087776632103,0.09830961088210137,0.013652133325800786,0.0
0.02610163482248583,0.0,0.0020335027966885467,0.050349769205761584,0.0,0.0,0.20084375181060585,0.018518360220877248,0.0,0.0
0.013876977691711078,0.0,0.01755349760169389,0.1710617256091113,0.014502092098835708,0.0,0.06640521710603357,0.08790168075867454,0.06310441438525437,0.0
0.004062957693014089,0.010261768268494259,0.0,0.13375428245831264,0.04494052848553388,0.012502401718117053,0.12266603087026304,0.11833174094229193,0.022744213008288997,0.0
0.0,0.0,0.007142394517787543,0.13838498280212097,0.006151908795957972,0.0007402574391120516,0.12212047914274168,0.11324659938719282,0.04434052682557718,0.001933476295769234
