Source,cluster,count,TF_IDF_topic_name,percentage_of_documents,percentage_limit,Topic_terms
sci,19,8,"paper introduces, 0.0720, 1, 1 ; energy systems, 0.0604, 3, 3 ; pilot sites, 0.0499, 2, 7 ; real time, 0.0414, 0, 0 ; published research, 0.0395, 6, 6",0.2417,1.0,paper introduces ; energy systems ; pilot sites ; real time ; published research
sci,20,1,"power plant, 0.3422, 1, 5 ; electrical power, 0.0869, 1, 1 ; combined heat, 0.0849, 1, 1 ; combined heat power, 0.0849, 1, 1 ; heat power, 0.0827, 1, 1",1.0,1.0,power plant ; electrical power ; combined heat ; combined heat power ; heat power
sci,21,1,"springer nature, 0.2127, 1, 1 ; distributed energy, 0.2080, 1, 1 ; power supply, 0.1762, 1, 1 ; power transmission, 0.1561, 1, 1 ; large scale, 0.1265, 0, 0",0.9333,1.0,springer nature ; distributed energy ; power supply ; power transmission ; large scale
sci,22,12,"energy islands, 0.0446, 2, 2 ; renewable energy island, 0.0430, 3, 3 ; island samsø, 0.0428, 3, 3 ; sustainability transitions, 0.0419, 1, 6 ; renewable energy, 0.0396, 4, 7",0.2056,1.0,energy islands ; renewable energy island ; island samsø ; sustainability transitions ; renewable energy
sci,23,22,"vsc hvdc, 0.0413, 1, 2 ; voltage source, 0.0149, 10, 10 ; safety margin, 0.0121, 2, 7 ; source converter, 0.0114, 11, 13 ; converter station, 0.0114, 2, 8",0.2273,1.0,vsc hvdc ; voltage source ; safety margin ; source converter ; converter station
sci,24,30,"offshore wind, 0.0335, 19, 48 ; north sea, 0.0245, 17, 30 ; offshore wind energy, 0.0190, 8, 15 ; legal framework, 0.0179, 8, 10 ; wind energy, 0.0175, 9, 19",0.4711,1.0,offshore wind ; north sea ; offshore wind energy ; legal framework ; wind energy
sci,25,2,"multi objective, 0.0998, 0, 0 ; power hub, 0.0831, 2, 5 ; heat recovery, 0.0803, 2, 3 ; co2 emissions, 0.0614, 2, 3 ; multi objective optimization, 0.0526, 0, 0",0.6,1.0,multi objective ; power hub ; heat recovery ; co2 emissions ; multi objective optimization
sci,26,46,"north sea, 0.0125, 23, 40 ; offshore wind, 0.0106, 30, 60 ; power system, 0.0105, 14, 22 ; wind farms, 0.0104, 18, 28 ; offshore grid, 0.0093, 34, 63",0.5029,1.0,north sea ; offshore wind ; power system ; wind farms ; offshore grid
sci,27,12,"electric vehicles, 0.0216, 5, 5 ; smart energy, 0.0196, 1, 1 ; present paper, 0.0188, 1, 1 ; model developed, 0.0170, 1, 1 ; storage systems, 0.0165, 2, 2",0.2,0.0,electric vehicles ; smart energy ; present paper ; model developed ; storage systems
sci,28,5,"north sea, 0.1431, 1, 3 ; taylor francis, 0.1412, 0, 0 ; sea level, 0.0855, 1, 3 ; arc shaped, 0.0751, 0, 0 ; long term, 0.0702, 0, 0",0.1067,0.0,north sea ; taylor francis ; sea level ; arc shaped ; long term
sci,29,2,"simulations performed, 0.4994, 1, 1 ; 2011 ieee, 0.1783, 1, 1 ; proposed system, 0.1648, 1, 1 ; real time, 0.1518, 1, 1",0.5,1.0,simulations performed ; 2011 ieee ; proposed system ; real time
sci,30,12,"wind turbine, 0.0225, 9, 18 ; dc voltage, 0.0205, 4, 11 ; wind power, 0.0171, 8, 19 ; offshore wind power, 0.0138, 6, 12 ; side converter, 0.0130, 4, 7",0.5611,1.0,wind turbine ; dc voltage ; wind power ; offshore wind power ; side converter
sci,31,21,"offshore ac, 0.0252, 11, 22 ; wind power plants, 0.0216, 10, 19 ; reactive power, 0.0215, 10, 26 ; power plants, 0.0191, 10, 19 ; ac grid, 0.0155, 8, 12",0.4857,1.0,offshore ac ; wind power plants ; reactive power ; power plants ; ac grid
sci,32,37,"dc grid, 0.0173, 11, 23 ; smart grid, 0.0167, 2, 2 ; high voltage, 0.0094, 6, 8 ; ac systems, 0.0090, 6, 9 ; continental shelf, 0.0087, 1, 1",0.1694,0.0,dc grid ; smart grid ; high voltage ; ac systems ; continental shelf
sci,33,12,"stability offshore, 0.0258, 4, 6 ; harmonic stability, 0.0208, 1, 2 ; hvdc system, 0.0161, 5, 10 ; system performance, 0.0160, 3, 6 ; mmc hvdc, 0.0130, 0, 0",0.25,1.0,stability offshore ; harmonic stability ; hvdc system ; system performance ; mmc hvdc
sci,34,10,"energy island, 0.0852, 3, 5 ; cost parameter, 0.0488, 1, 8 ; long term, 0.0414, 0, 0 ; renewable sources, 0.0321, 1, 2 ; mixed integer, 0.0178, 2, 2",0.1533,0.0,energy island ; cost parameter ; long term ; renewable sources ; mixed integer
sci,35,17,"time domain, 0.0187, 4, 5 ; impedance based, 0.0152, 2, 3 ; optimization problem, 0.0134, 2, 2 ; hvdc converter, 0.0134, 6, 11 ; time domain simulations, 0.0121, 2, 2",0.1882,0.0,time domain ; impedance based ; optimization problem ; hvdc converter ; time domain simulations
sci,36,7,"inter array, 0.0534, 0, 0 ; benefit analysis, 0.0373, 3, 4 ; cost benefit analysis, 0.0373, 2, 3 ; cost benefit, 0.0348, 2, 3 ; network design, 0.0338, 2, 4",0.2286,1.0,inter array ; benefit analysis ; cost benefit analysis ; cost benefit ; network design
sci,37,7,"numerical simulation, 0.0685, 2, 3 ; energy consumption, 0.0557, 3, 11 ; energy conservation, 0.0444, 4, 6 ; building energy, 0.0430, 2, 4 ; service buildings, 0.0396, 1, 6",0.3714,1.0,numerical simulation ; energy consumption ; energy conservation ; building energy ; service buildings
sci,38,1,"2011 ieee, 0.6584, 1, 1 ; energy island, 0.3248, 0, 0",0.6667,1.0,2011 ieee ; energy island
sci,39,4,"multi terminal, 0.0650, 0, 0 ; low frequency, 0.0630, 1, 2 ; terminal dc grid, 0.0554, 2, 4 ; ac grids, 0.0534, 2, 4 ; ac grid, 0.0517, 3, 9",0.2833,1.0,multi terminal ; low frequency ; terminal dc grid ; ac grids ; ac grid
sci,40,14,"wind energy, 0.0180, 9, 11 ; wind power, 0.0178, 7, 20 ; wind generation, 0.0151, 3, 5 ; interconnected offshore, 0.0139, 2, 2 ; mw wind, 0.0133, 2, 4",0.419,1.0,wind energy ; wind power ; wind generation ; interconnected offshore ; mw wind
sci,41,1,"wave energy, 0.8255, 1, 2 ; offshore grid, 0.1587, 1, 1",1.0,1.0,wave energy ; offshore grid
sci,42,1,"energy islands, 0.4974, 0, 0 ; rights reserved, 0.4825, 1, 1",0.3333,1.0,energy islands ; rights reserved
sci,43,1,"low energy, 0.4390, 1, 2 ; high frequency, 0.2336, 1, 1 ; monte carlo, 0.2139, 1, 1 ; energy island, 0.0947, 0, 0",0.9,1.0,low energy ; high frequency ; monte carlo ; energy island
sci,44,1,"energy energy, 0.6346, 0, 0 ; energy islands, 0.3520, 1, 1",0.3333,1.0,energy energy ; energy islands
sci,45,2,"individual generation, 0.1653, 2, 6 ; energy islanding, 0.1009, 2, 4 ; grid power, 0.0902, 2, 4 ; system energy, 0.0503, 2, 2 ; integration power, 0.0488, 2, 2",1.0,1.0,individual generation ; energy islanding ; grid power ; system energy ; integration power
sci,46,1,"offshore grid, 0.9885, 1, 1",1.0,1.0,offshore grid
sci,47,1,"publishing ltd, 0.4190, 1, 1 ; green energy, 0.3617, 0, 0 ; energy island, 0.2006, 1, 1",0.6667,1.0,publishing ltd ; green energy ; energy island
sci,48,2,"time series, 0.3377, 2, 4 ; long term, 0.2013, 0, 0 ; temporal spatial, 0.1495, 0, 0 ; offshore grids, 0.0595, 1, 1 ; 100 km, 0.0478, 1, 1",0.4333,1.0,time series ; long term ; temporal spatial ; offshore grids ; 100 km
sci,49,3,"grid frequency, 0.1717, 3, 9 ; frequency control, 0.1093, 3, 8 ; wind farm, 0.0741, 3, 5 ; closed loop, 0.0700, 2, 2 ; control design, 0.0679, 3, 3",0.9556,1.0,grid frequency ; frequency control ; wind farm ; closed loop ; control design
sci,50,1,"onshore offshore, 0.4392, 0, 0 ; onshore offshore grid, 0.2513, 0, 0 ; results presented, 0.2153, 1, 1 ; offshore grid, 0.0781, 1, 1",0.3,1.0,onshore offshore ; onshore offshore grid ; results presented ; offshore grid
sci,51,1,"arc shaped, 0.4045, 1, 2 ; total energy, 0.1794, 1, 1 ; analysis shows, 0.1658, 1, 1 ; model developed, 0.1591, 1, 1 ; energy island, 0.0718, 1, 1",1.0,1.0,arc shaped ; total energy ; analysis shows ; model developed ; energy island
sci,52,1,"energy islands, 0.9885, 1, 1",1.0,1.0,energy islands
sci,53,2,"energy source, 0.2508, 2, 2 ; hydrogen energy, 0.2000, 1, 1 ; district heating, 0.1343, 1, 2 ; energy island, 0.1169, 2, 2 ; primary energy, 0.0591, 1, 1",0.7333,1.0,energy source ; hydrogen energy ; district heating ; energy island ; primary energy
sci,54,1,"kelvin wave, 0.1731, 1, 16 ; grid spacing, 0.1639, 1, 12 ; wave propagating, 0.1539, 1, 10 ; phase speed, 0.1231, 1, 8 ; kelvin wave propagating, 0.1231, 1, 8",1.0,1.0,kelvin wave ; grid spacing ; wave propagating ; phase speed ; kelvin wave propagating
sci,55,1,"rights reserved, 0.9932, 1, 1",1.0,1.0,rights reserved
sci,56,1,"energy island, 0.9855, 1, 1",1.0,1.0,energy island
sci,57,1,"qd growth, 0.8803, 1, 6 ; energy island, 0.1036, 0, 0",0.6667,1.0,qd growth ; energy island
sci,58,1,"electrical power, 0.3853, 1, 4 ; heating cooling, 0.1923, 1, 2 ; energy conservation, 0.0959, 1, 1 ; primary energy, 0.0956, 1, 1 ; power production, 0.0907, 1, 1",1.0,1.0,electrical power ; heating cooling ; energy conservation ; primary energy ; power production
sci,59,1,"energy system, 0.5140, 1, 1 ; energy islands, 0.4680, 0, 0",0.6667,1.0,energy system ; energy islands
sci,60,1,"ion implantation, 0.8065, 1, 7 ; energy islands, 0.0914, 1, 2 ; high energy, 0.0876, 1, 1",1.0,1.0,ion implantation ; energy islands ; high energy
sci,61,1,"energy production, 0.5273, 1, 1 ; power plants, 0.4682, 1, 1",1.0,1.0,energy production ; power plants
sci,62,1,"three dimensional, 0.4073, 0, 0 ; taylor francis, 0.3678, 0, 0 ; energy islands, 0.2090, 0, 0",0.0,0.0,three dimensional ; taylor francis ; energy islands
sci,63,2,"grid spacing, 0.3909, 2, 2 ; based wind, 0.1953, 1, 1 ; finite difference, 0.1719, 0, 0 ; sea level, 0.1628, 1, 1 ; offshore grid, 0.0636, 1, 1",0.5667,1.0,grid spacing ; based wind ; finite difference ; sea level ; offshore grid
sci,64,1,"elsevier ltd rights, 0.2114, 0, 0 ; ltd rights reserved, 0.2030, 0, 0 ; ltd rights, 0.2030, 0, 0 ; elsevier ltd, 0.1322, 1, 1 ; energy islands, 0.1114, 0, 0",0.1333,0.0,elsevier ltd rights ; ltd rights reserved ; ltd rights ; elsevier ltd ; energy islands
sci,65,1,"wind energy conversion, 0.4138, 1, 1 ; energy conversion, 0.3538, 1, 1 ; wind energy, 0.2248, 1, 1",1.0,1.0,wind energy conversion ; energy conversion ; wind energy
