,cluster,pro,reg,sci,TF_IDF_topic_name,percentage_of_documents,percentage_limit,Topic_terms
0,0,179,673,16,"energy islands bornholm, 0.0122, 431, 1204 ; energy islands, 0.0122, 700, 2143 ; municipal council, 0.0083, 195, 532 ; green transition, 0.0072, 240, 455 ; baltic sea, 0.0062, 232, 508",0.4802,1.0,energy islands bornholm ; energy islands ; municipal council ; green transition ; baltic sea
1,1,2,1,528,"offshore grid, 0.0426, 230, 366 ; renewable energy, 0.0233, 129, 206 ; wind power, 0.0190, 119, 228 ; offshore wind, 0.0155, 223, 443 ; rights reserved, 0.0135, 79, 79",0.3199,1.0,offshore grid ; renewable energy ; wind power ; offshore wind ; rights reserved
