Source,cluster,count,x,y,TF_IDF_topic_name,percentage_of_documents,percentage_limit,Topic_terms
reg,16,20,-2.0466163,5.878397,"election campaign, 0.0357, 5, 23 ; people meeting, 0.0323, 0, 0 ; social democracy, 0.0169, 9, 14 ; labor market, 0.0147, 6, 7 ; looking forward, 0.0145, 5, 6",0.219,1.0,election campaign ; people meeting ; social democracy ; labor market ; looking forward
reg,17,24,0.9076495,5.6025677,"electrolysis plant, 0.0125, 12, 24 ; klaus vesløv, 0.0079, 2, 16 ; magnus brogaard, 0.0079, 5, 25 ; hydrogen infrastructure, 0.0074, 9, 16 ; hanne storm edlefsen, 0.0069, 3, 16",0.2101,1.0,electrolysis plant ; klaus vesløv ; magnus brogaard ; hydrogen infrastructure ; hanne storm edlefsen
reg,18,28,0.33711812,6.2470903,"transformer station, 0.0196, 13, 39 ; nuclear power, 0.0080, 2, 13 ; plan energy, 0.0074, 4, 9 ; development strategy, 0.0065, 2, 11 ; gas station, 0.0059, 3, 8",0.1978,0.0,transformer station ; nuclear power ; plan energy ; development strategy ; gas station
reg,19,31,-0.7686133,6.9931784,"press release, 0.0139, 12, 18 ; business development, 0.0135, 10, 11 ; baltic energy island, 0.0131, 10, 19 ; bornholm business, 0.0125, 6, 8 ; regional municipality, 0.0124, 12, 21",0.3312,1.0,press release ; business development ; baltic energy island ; bornholm business ; regional municipality
reg,20,23,-0.96779746,6.5086746,"municipal council, 0.0173, 8, 22 ; business park, 0.0169, 7, 17 ; climate plan, 0.0150, 1, 14 ; cultural identity, 0.0144, 1, 4 ; bornholm future, 0.0135, 1, 1",0.2056,1.0,municipal council ; business park ; climate plan ; cultural identity ; bornholm future
reg,21,42,-0.45766675,4.951101,"transformer station, 0.0104, 15, 39 ; fridrik adamsson, 0.0103, 6, 21 ; south bornholm, 0.0090, 9, 14 ; land facility, 0.0083, 19, 33 ; energy islands bornholm, 0.0075, 32, 61",0.3039,1.0,transformer station ; fridrik adamsson ; south bornholm ; land facility ; energy islands bornholm
reg,22,25,-0.20082797,6.041603,"net east, 0.0300, 9, 22 ; bornholm electricity grid, 0.0249, 13, 32 ; energy islands bornholm, 0.0225, 20, 57 ; bornholm electricity network, 0.0150, 7, 11 ; price zone, 0.0109, 3, 28",0.3515,1.0,net east ; bornholm electricity grid ; energy islands bornholm ; bornholm electricity network ; price zone
reg,23,26,-1.7750248,5.7747307,"social democracy, 0.0548, 18, 144 ; municipal council, 0.0419, 22, 97 ; unity list, 0.0314, 8, 56 ; morten riis, 0.0162, 6, 20 ; social democratic, 0.0156, 8, 16",0.5692,1.0,social democracy ; municipal council ; unity list ; morten riis ; social democratic
reg,24,20,-1.1444144,4.1239476,"kim søgaard mikkelsen, 0.0246, 7, 18 ; architectural competition, 0.0246, 7, 19 ; land facility, 0.0246, 12, 24 ; local plan, 0.0243, 13, 23 ; cultural identity, 0.0223, 1, 14",0.42,1.0,kim søgaard mikkelsen ; architectural competition ; land facility ; local plan ; cultural identity
reg,25,29,-0.6879547,4.509786,"land plant, 0.0185, 15, 45 ; land facility, 0.0166, 17, 34 ; young people, 0.0093, 3, 11 ; construction work, 0.0089, 7, 10 ; municipal council, 0.0087, 11, 46",0.4069,1.0,land plant ; land facility ; young people ; construction work ; municipal council
reg,26,19,-1.6435435,6.5451226,"consultation response, 0.0173, 2, 2 ; part energy, 0.0167, 1, 1 ; young people, 0.0131, 2, 14 ; bornholm companies, 0.0107, 5, 8 ; municipal council, 0.0100, 5, 12",0.1228,0.0,consultation response ; part energy ; young people ; bornholm companies ; municipal council
reg,27,7,-1.4895566,4.541064,"bornholm museum, 0.1648, 7, 34 ; finn ole, 0.0632, 1, 25 ; ole sonne, 0.0433, 1, 19 ; feasibility studies, 0.0297, 3, 6 ; says jacob, 0.0296, 3, 6",0.4857,1.0,bornholm museum ; finn ole ; ole sonne ; feasibility studies ; says jacob
reg,28,25,-0.41375104,5.0580325,"land plant, 0.0241, 14, 39 ; green transition, 0.0132, 8, 19 ; energy islands bornholm, 0.0108, 14, 42 ; electricity prices, 0.0108, 1, 6 ; transformer station, 0.0096, 8, 23",0.4107,1.0,land plant ; green transition ; energy islands bornholm ; electricity prices ; transformer station
reg,29,8,-0.5310076,6.798443,"energy conversion, 0.0689, 1, 1 ; danish energy agency, 0.0486, 6, 19 ; wind energy, 0.0482, 1, 1 ; civic meeting, 0.0456, 4, 6 ; offshore wind farms, 0.0351, 5, 13",0.3333,1.0,energy conversion ; danish energy agency ; wind energy ; civic meeting ; offshore wind farms
reg,30,12,0.023061186,5.012224,"united states, 0.0529, 4, 12 ; baltic sea, 0.0488, 7, 45 ; security policy, 0.0432, 5, 17 ; critical infrastructure, 0.0337, 4, 8 ; peter juel jensen, 0.0292, 0, 0",0.3944,1.0,united states ; baltic sea ; security policy ; critical infrastructure ; peter juel jensen
