cluster,pro,reg,sci,TF_IDF_topic_name,percentage_of_documents,percentage_limit,Topic_terms
25,1,53,0,"municipal council, 0.0193, 24, 100 ; energy island, 0.0157, 54, 400 ; election campaign, 0.0113, 3, 8 ; jacob trøst, 0.0105, 23, 49 ; social democracy, 0.0092, 12, 82",0.4975,1.0,municipal council ; energy island ; election campaign ; jacob trøst ; social democracy
26,0,28,0,"really good, 0.0349, 1, 1 ; business park, 0.0275, 13, 87 ; energy parks, 0.0147, 6, 20 ; center bornholm, 0.0127, 7, 18 ; business center, 0.0099, 7, 12",0.2286,1.0,really good ; business park ; energy parks ; center bornholm ; business center
27,0,21,0,"climate plan, 0.0294, 2, 25 ; lars aagaard, 0.0209, 10, 27 ; jacob trøst, 0.0186, 12, 36 ; morten riis, 0.0144, 1, 10 ; climate energy, 0.0127, 5, 7",0.2952,1.0,climate plan ; lars aagaard ; jacob trøst ; morten riis ; climate energy
28,1,17,2,"electricity prices, 0.0417, 7, 10 ; electricity grid, 0.0359, 14, 76 ; bornholm electricity, 0.0322, 12, 48 ; bornholm electricity grid, 0.0240, 12, 35 ; net east, 0.0235, 6, 15",0.5233,1.0,electricity prices ; electricity grid ; bornholm electricity ; bornholm electricity grid ; net east
29,0,14,0,"local plan, 0.0262, 6, 14 ; land plant, 0.0241, 9, 23 ; frederik tolstrup, 0.0193, 1, 8 ; kim søgaard, 0.0185, 4, 9 ; kim søgaard mikkelsen, 0.0185, 4, 9",0.3857,1.0,local plan ; land plant ; frederik tolstrup ; kim søgaard ; kim søgaard mikkelsen
30,0,10,0,"baltic sea, 0.0905, 10, 61 ; security policy, 0.0568, 6, 18 ; critical infrastructure, 0.0346, 2, 5 ; baltic bridge, 0.0329, 4, 11 ; war ukraine, 0.0185, 4, 8",0.6133,1.0,baltic sea ; security policy ; critical infrastructure ; baltic bridge ; war ukraine
31,2,12,0,"local plan, 0.0357, 6, 48 ; ole sonne, 0.0303, 1, 11 ; land plant, 0.0214, 9, 28 ; high voltage station, 0.0212, 5, 9 ; voltage station, 0.0212, 7, 22",0.3714,1.0,local plan ; ole sonne ; land plant ; high voltage station ; voltage station
32,0,5,0,"business fund, 0.0771, 2, 27 ; total dkk, 0.0484, 3, 14 ; next year, 0.0326, 1, 2 ; says thomas, 0.0324, 1, 5 ; bornholm business, 0.0322, 2, 17",0.3867,1.0,business fund ; total dkk ; next year ; says thomas ; bornholm business
33,0,9,0,"bornholm museum, 0.1570, 9, 38 ; finn ole, 0.0491, 1, 25 ; ole sonne, 0.0336, 1, 19 ; feasibility studies, 0.0230, 3, 6 ; says jacob, 0.0228, 3, 6",0.4519,1.0,bornholm museum ; finn ole ; ole sonne ; feasibility studies ; says jacob
34,0,26,0,"energy islands bornholm, 0.0165, 16, 63 ; islands bornholm, 0.0165, 16, 63 ; energy island, 0.0164, 26, 192 ; energy islands, 0.0107, 24, 89 ; south bornholm, 0.0101, 6, 11",0.7077,1.0,energy islands bornholm ; islands bornholm ; energy island ; energy islands ; south bornholm
