ID,Date,Title,Outlet,Link,Content,Value 
1.0,2008-03-13 00:00:00,Kunstig ø skal være gigantisk batteri for vindmøllestrøm,Ingeniøren,Link,"hollandsk rådgiverfirma foreslår anlægge kunstig ø omkranset vindmøller . pumpe vand sø midten øen havet , vinden blæser . stille perioder strømmer vandet tilbage søen driver øens turbiner . hollandske rådgivnings- testfirma Kema tegnet forslag kunstig ø , kan fungere tiltrængt lager vindmøllestrøm . Øen 10 kilometer lang seks kilometer bred , så rigeligt plads opstille vindmøller . Midt øen ligger kæmpemæssig sø , får funktion batteri . vinden blæser , pumper vindmøllerne vand søen omgivende hav . stille vejr , brug generere elektricitet , strømmer vandet tilbage turbiner . Ifølge hollandske rådgivere søen levere 1.500 MW mindst 12 timer , hvilket svarer stort kraftværk . Foreløbig tale indledende studier , Kema konstaterer , pumperne søen hvert fald kommercielt tilgængelige allerede dag . senere detailstudium blandt andet give bud , ligge , så kan , sat pris stabile miljørigtige energiforsyning . Kema udtænkt konceptet støtte række energiselskaber .",-3.0
,2009-09-08 00:00:00,Kunstige energiøer skal gemme vindkraften,Ingeniøren,Link,"Dansk arkitektfirma lancerer koncept kunstige øer bassiner midten , pumpes tomme , overskud strøm , fyldes , brug mere strøm . danske firma Gottlieb Paludan Arkitekter giver anderledes bud , hvordan overskydende vindmøllestrøm kan lagres . Ifølge firmaet ske kunstige øer rundt danske farvande , store vandbassiner midten øen tømmes , vindkraft overskud , fyldt indstrømmende havvand , mangel strøm . indstrømmende vand driver turbiner , producerer strøm . Projektet præsenteres store energi- klimakonference Nordic Climate Solutions Bella-centret dag , tirsdag . Arkitektfirmaet - hjælp Risø DTU - eksempel regnet , kunstig ø syd Avedøre størrelse 4,9 kvadratkilometer rumme 22,3 millioner kubikmeter stort vandbassin . Bunden bassinet 40 meter havoverfladen , opererer faldhøjde minimum 25 meter . Dermed lageret producere 2300 MWh strøm tomt fyldt bassin . svarer maks-kapacitet Avedøre-værket tre timer . » Samtidig ideen , øen bassinet kan udnyttes algeproduktion , energipil eventuelt solkraftværk , « siger kommunikationschef Sten Sødring Gottlieb Paludan Arkitekter . Oplagt forbindelse brobyggerier tilføjer , muligheder placere sådanne kunstige lager-øer danske farvande - mindst forbindelse brobyggerier , alligevel anlægger øer . Projektet regner energitab omkring 25 procent ved lagringsmetode , hvilket ifølge Sten Sødring pessimistiske ende kendte estimater `` pumped hydro '' , lagerteknikken hedder . Arkitekterne endnu regner økonomi projektet , gang - sammen studier byggemetoder formalia omkring bygge kunstige øer havs . Samtidig sammen Risø hollandsk firma , Kema , tidligere lanceret ideen lagring vindmøllestrøm kunstige øer , se mulighederne opnå EU-støtte arbejde videre konceptet .",7.0
,2017-03-10 00:00:00,Tre lande går sammen om kunstig energi-ø midt i Nordsøen,Ingeniøren,Link,"Holland , Tyskland Danmark undersøger , kæmpe kunstig ø Doggerbanke midt Nordsøen kan gøre fremtidens udbygning vindenergi bedre billigere . Holland , Tyskland Danmark går sammen undersøge fornuften etablere seks kvadratkilometer kunstig 'energi-ø ' landingsbane havn Doggerbanke Nordsøen . øen havmølleparker forskellige lande Nordsøen kobles sammen . Derfor underskriver danske Energinet.dk 23. marts aftale eltransmissionsselskaberne Holland Tyskland , hedder TenneT begge lande , undersøge muligheden lave knudepunkt vindenergi midt mellem England , Danmark , Holland Norge . skriver Energinet.dk pressemeddelelse . » lyder måske skørt science fictionagtig , ø Doggerbanke kan vise gøre fremtidens vindenergi billigere mere effektiv , « siger Torben Glar Nielsen , teknisk direktør Energinet.dk . ø pr . 30 GW vindkraft Rundt øen kan flere tusinde havmøller sættes , strømmen flere landes havmølleparker kan samles sendes kryds tværs forbrugerne Nordsølandene . forestiller , ø knudepunkt måske 30 GW vindmøllekapacitet , sigt 70-100 GW vindmøller måske flere kunstige øer Doggerbanke , vanddybden relativ lav . 70 GW kan forsyne 80 millioner europæere strøm . fordelene ved ø-modellen , afstanden mellem havmøller nettilslutningen kortere , hvorved muligt bruge vekselstrømsteknologi . kan nedbringe omkostningerne dyre jævnstrømskonvertere ( omformerstationer ) lange kabler , ellers nødvendig , fremtidens parker bygges længere længere ude havs . Samtidig søkabler , fragte strømmen kunstige ø Nordsølandene , fungere ilandføringskabler elmotorveje handel mellem landene . Ilandføringskabler bruges dag ca . halvdelen tiden , fordi altid blæser . Ved gøre handelskabler , kan bruges tættere 100 procent . Mindre transporttid grej mandskab allerede dag række elkabler , forbinder elsystemerne landene rundt Nordsøen , muligvis kobles energiøen . Ideen øen , reservedele både omformerstationer , vindmøller elkomponenter kan opbevares øen . give mindre transporttid åbent hav både materiel mandskab . Planen kunstig ø Doggerbanke fostret TenneT bygger EU 's vurdering , vindproduktionen Nordsøregionen kan tidobles frem 2030 . Samtidig energiministrene Nordsølandene sidste år indgået aftale fremme samarbejdet havvind . Brug storskala-løsninger Torben Glar Nielsen , teknisk direktør Energinet.dk , påpeger , Energinet.dk , ansvaret få strømmen havmøllerne land frem forbrugerne . Derfor hele tiden presse , så prisen ilandføring udlandsforbindelser falder : » brug innovative storskalaløsninger , 'energihub ' Nordsøen bestemt værd undersøge grundigt , « siger . tilføjer , takt kommer flere møller , nødvendigt se længere længere havs få plads nye havmølleparker . Torben Glar Nielsen forklarer videre , havmøllepark , Danmark ved opføre Kriegers Flak Østersøen , danner skole Doggerbanke-projekt . kobler nemlig danske tyske havmølleparker sammen - samtidig kablerne bruges elmotorveje Danmark Tyskland omvendt . Ydermere kobler Kriegers Flak-projektet to forskellige elsystemer frekvensområder , nordiske centraleuropæiske , konverterstation Tyskland .",-8.0
,2017-06-08 00:00:00,Havmøllerne får egen ø ved Lolland,Energy Supply,Link,"Selskabet By & Landskab Nakskov planlægger etablere energiø havmøller kysten Langelandsbælt ved havnebyen Tårs trecifret millionbeløb . Reelt set etablere landmøllepark havmøllepark stedet , energiø får fordelene ved havmøller , eliminerer del modstand , normalt omkring vindmøller . - rigtig fordomme omkring vindmøller – hele pointen energiø får fordelene ved havvind omkostningerne , sætter set store havmøller land ude havet , generer langt færre naboer , forklarer Philip Rasmussen By & Landskab . 20 havmøller kunstig ø Energiøen , skabes ved dæmme grave , undseelig størrelse . nemlig huse 20 store havmøller . Energiøen etableres samtidig umiddelbar forbindelse nye færgehavn Tårs , hvilket gør vedligehold reperationer møllerne langt billigere , møllerne stod langt havet . - lettere , montører servicefolk kan cykle møllerne , skiftes møtrik frem sendes skib , siger Philip Rasmussen . energiø klimaduks By & Landskab lige vælger farvandet Lolland , så selvfølgelig fordi , huse . fordi , energi-set-uppet Lolland , kulturen , helt rigtige . - ( Lolland , red . ) producerer fem gange så strøm , bruger . Vestas producerer Naksskov Havn . kultur omkring grøn strøm stede , let tale vores projekt , siger Philip Rasmussen . Projektet koster cirka 200 millioner kroner skabe 2500 arbejdspladser .",4.0
,2019-07-09 00:00:00,Kunstig energiø i Nordsøen er teknisk mulig: Skal stå klar om 12 år,Ingeniøren,Link,"Ny forundersøgelse viser , både teknisk økonomisk realistisk bygge kunstig energiø midt Nordsøen kapacitet 15 GW starten 2030'erne . rækker danske , tyske , hollandske eltransmissionsselskaber politikerne . to år siden gik danske Energinet sammen eltransmissionsselskaberne Holland Tyskland undersøge mulighederne etablere seks kvadratkilometer kunstig 'energiø ' landingsbane havn Doggerbanke Nordsøen . Ideen energiø Nordsøen samle strømmen flere landes havmølleparker sende kryds tværs forbrugerne Nordsølandene . » lyder måske skørt science fiction-agtigt , ø Doggerbanke kan vise gøre fremtidens vindenergi billigere mere effektiv , « sagde Torben Glar , teknisk direktør Energinet , 2017 visionerne . internationale North Sea Wind Power Hub-konsortium , står bag ideen energiø , så gennemført række forundersøgelser foreløbige testresultater . » væsentligste , Danmark resten Europa omstilles 100 procent vedvarende energi inden kort årrække . kræver , løser energiens trilemma , altså sikre forsyningssikkerheden , omstille vedvarende energi begge dele konkurrencedygtig pris . flere storskala-energiøer vigtige løse trilemma . kan bruge energiøerne hente strøm land mere effektivt , handle strøm mellem landene , blæser , « siger Torben Glar , styregruppemedlem North Sea Wind Power Hub-konsortiet , dag Ingeniøren . Tirsdag fremlægger partnerne internationale konsortium North Sea Wind Power Hub ( NSWPH ) resultaterne projektets vurderingsfase . Gennem seneste måneder konsortiet analyseret mulighederne betingelserne etablere flere energiøer Nordsøen . Hovedkonklusionen klar : flere energiøer Nordsøen både teknisk økonomisk muligt , ambitionen første energiø drift begyndelsen 2030 ’ erne . Markante ændringer vej Selvom visionen nogenlunde samme , projektet ændret adskillige områder . største ændring , bevæget én stor energiø kapacitet 30 GW flere mindre energiøer , opsamle fungere knudepunkt 10-15 GW vindmøllekapacitet . Antagelsen , sigt 180 GW frem år 2045 Doggerbanke , vanddybden relativt lav . » Flere mindre øer mere optimalt . længere væk øen havvindmøllerne placeret , desto mindre optimalt øen fungere distributionscentral . Så forventer 10-15 GW per ø 15 øer . Sikkerhedsmæssigt fordelt flere øer . Samtidig placeringerne endnu fastlagt . Doggerbanke udlagt Natura 2000-område , derfor optimalt stor ø område , « siger Torben Glar . 70 GW kan forsyne 80 millioner europæere strøm . fordelene ved ø-modellen , afstanden mellem havmøller nettilslutningen kortere , hvorved muligt bruge vekselstrømsteknologi Forsvaret fiskerne flytte energiøerne realitet , kræver nye politiske aftaler tværs landegrænser , lyder konsortiet bag . Dels fordi internationale undersøgelser scenarier viser , nuværende udrulningshastighed havvind utilstrækkelig nå målene Paris-aftalen , dels fordi pladsen mere trang Nordsøen . » vigtigste forudsætning , politisk vilje bygge nødvendige havvindmølleparker Nordsøen . Energiøerne ingen funktion uden nye havvindmølleparker . Nordsøen dag forskellige aktører , eksempelvis forsvaret , fiskeri , gassektoren . vant masser plads Nordsøen , så vindenergi , fordel udpege mest optimale områder vind . kræver formentlig politiske aftaler . Samtidig hollandske , tyske , engelske regeringer fornuftig udbygningstakt , så stabil udrulning lettere projektstyring bedre priser , « siger Torben Glar . Danmark behøver Energinet sparke døre hente opbakning energiøen nye socialdemokratiske regering . såkaldte forståelsespapir , regeringen skrev sammen parlamentariske grundlag , kan kort læse : » ny regering vedtage klimahandlingsplan . Handlingsplanen blandt andet indeholde følgende elementer : Undersøgelse muligheden Danmark sammen Nordsølandene udarbejder fælles strategi markant udbygge udnytte havvindpotentialet . Afsøge muligheden Danmark senest 2030 byggerden første energiø minimum 10 GW tilkoblet. « Ingeniøren gerne spurgt klimaminister Dan Jørgensen ( S ) regeringens opbakning energiø Nordsøen , ministeren aflyste interviewet Ingeniøren kort varsel grund presset kalender . Lagring energi centrum fungere bindeled mellem forskellige nationale transmissionsnet energiøen lagre energi havvindmøllerne ude midt Nordsøen . hvilke teknologier fastlagt . » lagre energi teknisk forsvarlig måde senest 2040-2050 , kun anvende vedvarende energi . kan power to gas ( P2G ) , varmelagring ellager batterier . undersøge , virker bedst , « siger Torben Glar . Konkret kigger konsortiet , hvordan kan konvertere strøm gas , så kan bruges brændstof blandt andet skibe . » kigger , hvordan kan bruge øerne konvertere strøm gas , så kan bruge lave ny form sektorkobling , binder havvindmølle-strøm transportsektoren . Så vindmøllerne kun kilde strøm , kilde brændstof brint skibe , « siger Torben Glar . kan afhjælpe flaskehalse eltransmissionsnettet omdanne elektriciteten gas , blevet sendt land , derefter transportere gassen områder stor efterspørgsel langt inde land . første energiø kapacitet 10-15 GW kan stå klar starten 2030 ’ erne , sandsynligvis kun elektrisk forbundet land tilknyttet konvertering gas land . nemlig teknisk muligt foretage konverteringen strøm gas ude kunstige ø tilgængelige teknologier dag . Prisen afhænger , øerne placeres » økonomisk ramme klar . kan sandø , betonfundament , kender vindmøller , sænkekasse stålfundamenter . undersøge , udpeget rigtige sted . 20 meter vand , kræver én løsning , mens 40 meter vand giver andre forhold . store udgift selvfølgelig bygge nødvendige havvindmølleparker , levere energien øen , « siger Torben Glar .",-5.0
,2019-11-25 00:00:00,Ørsted: Placér den første energi-ø ved Bornholm,Ingeniøren,Link,"Energiselskabet mener , mere realistisk nødvendigt bygge kæmpe havmøllepark forvejen udpeget lavvandet område Østersøen Bornholm , hvorfra strømmen kan fordeles både Danmark , Sverige Polen . Energiaftalen sidste år vedtog ni partier , bygges tre nye , store havmølleparker inden 2030 , hvoraf første placeres Vestjylland , mens endnu besluttet , to næste parker ligge . Samtidig fremgår regeringens såkaldte forståelsespapir dens støttepartier , » afsøge muligheden Danmark senest 2030 bygger første energi-ø minimum 10 GW tilkoblet « , hvilket statens selskab Energinet flere kikker ude Nordsøen . blander energiselskabet Ørsted debatten forslag stedet placere energi-ø del såkaldt havvind-klynge Østersøen vest Bornholm , vanddybden kun 15-20 meter laveste sted . område , ifølge screening arealer havmøller , Energistyrelsen gennemførte starten 2019 , velegnet huse 3,1 GW havmølle-kapacitet . derfor allerede reserveret statslige udbud havvind . 3-5 GW havvind » Inden anlægger store sand-øer ude Nordsøen , foreslår , kombinerer eksisterende planer transmissionsforbindelser havvindsområder ø granit , allerede , nemlig Bornholm , « siger Martin Neubert , koncerndirektør administrerende direktør Ørsted Offshore . Selskabets vision – Bornholm knudepunkt – forbinde Danmark to-tre andre lande , såsom Polen , Sverige evt . Tyskland , sigt samlet tilkoble 3-5 GW havvindkapacitet . Første skridt visionen udbyde havvindpark 1 GW ved Rønne Banke sydvest Bornholm samt forbinde Danmark Polen . Forsyningssikkerhed Sjælland Havvindparken transmissionsforbindelsen Polen kan sikre høj forsyningssikkerhed Sjælland samtidig levere store mængder strøm , kan drive grønne elektrificering samfundet . Transmissionskablerne havet gravet . » foreslår konkret , udbud indeholder både havvindmølleparken såvel transmissionskablerne Sjælland Bornholm Polen sikre optimal teknisk løsning billigste pris , « siger Martin Neubert . Ørsted henviser , Energinet allerede foreslået transmissionsforbindelse mellem Sjælland Polen EU 's ” Ten Year Network Development Plan ” , realistisk projekt kombinere forbindelse havvindpark 1 GW , kan sikre pålidelig billig elektricitet Danmark Polen 2028 . Næste fase bæredygtig brint Derudover baner visionen vejen næste fase Danmarks grønne omstilling , produktionen bæredygtig brint kan gøre flytrafik , skibsfart tung vejtransport CO2-neutralt dermed levere afgørende nødvendigt bidrag regeringens ambition sænke Danmarks CO2-udledninger 70 procent 2030 . » Visionen kan sikre Danmarks plads fremtidens grønne omstilling , gennem produktionen bæredygtig brint havvind kan omstille dele samfundet , mangler grønne løsninger dag , « påpeger Neubert . Selskabet understreger , nogen konkrete planer placering brintfabrik . EU-Kommissionen tidligere vurderet , brug 450 GW havvindkapacitet levere strøm blandt andet elbiler varmesektoren , produktion bæredygtig brint stor skala . Ifølge Ørsted kan mål kun indfries ved sætte tempoet nytænke udbygning havvind , så kommer fokus havvind-klynger transmission flere lande : » nødt dramatisk højne tempoet udbygningen havvind transmission , komme mål . Bornholm Danmark Polen unik mulighed få nødvendige erfaringer havvind-klynger , kan skaleres fremtidige energi-øer samtidig kort sigt bidrage markant grønne omstilling forsyningssikkerheden begge lande , « siger Martin Neubert . Projekt kræver flere analyser Ørsted præsenterede først idé Politiken , får pæn modtagelse henholdsvis Brian Vad Mathiesen , professor energiplanlægning ved Aalborg Universitet direktør grønne tænketank , Concito , Christian Ibsen . Brian Vad Mathiesen kalder avisen » rigtig godt konstruktivt « projekt , kræver grundige analyser . » langt mere realisérbart luftige tanker kæmpestor energi-ø langt ude havet , 10 gigawatt mere . Udfordringen ligger finde egnede placeringer store mængder vedvarende energi , samtidig tæt store forbrugscentre . eksempel , kan « , siger professoren Politiken . Samme holdning Christian Ibsen ifølge Politiken . påpeger samtidig , kæmpe anlæg ved Bornholm blokerer , dag kan bygge ude Nordsøen .",6.0
,2019-12-03 00:00:00,Finanslov: Professor roser forundersøgelser til energi-øer,Ingeniøren,Link,"Kommende 'energiøer ' Nordsøen ved Bornholm kan understøtte produktionen grønne flydende brændsler . professor Henrik Wenzel glad , advarer , kan miste vigtige synergifordele , vælger forkerte tekniske løsninger . grundlæggende positivt , regeringen finansloven 2020 direkte skriver , » igangsættes forundersøgelser energiøer samt understøtte power-to x teknologi « , siger professor SDU , Henrik Wenzel . advarer samtidig , energiøer risikerer miste vigtige synergieffekter ved produktion flydende grønne brændsler . Yderligere hedder aftaleteksten , » Power-to-X kan potentielt understøtte effektiv udnyttelse store mængder havvindstrøm evt . energiø , hvorfor samtidig afsættes midler forsknings- , udviklings demonstrationsordninger Power-to-X. « afsættes 30 mio . kr . 2020 , 27 mio . kr . 2021 8 mio . kr . 2022 . Ørsted starte lille energiø ved Bronholm Spørgsmålet energiøer oppe vende flere gange , senest sommer Ingeniøren , konsortiet “ North Sea Wind Power Hub ” beskrev , netværk energiøer Nordsøen hver 10 GW både teknisk økonomisk muligt . Øerne eksempel placeret Dogger Banke . slutningen november argumenterede Ørsted yderligere , energiø 1 GW , ligge ved Rønne Banke sydvest Bornholm forbinde Danmark Polen elektrisk . Henrik Wenzel understreger , bygges sådanne energiøer , så vigtigt , kun el , bringes land altså brint produceret ude selve øen : » så mister synergier , opstår processen ved fremstilling brint , syntesgasser videre flydende grønne brændsler . først fremmest overskudsvarme , kan udnyttes fjernvarmenettet , « siger . eksempel nævner , elektrolysen nemytter SOEC-metoden , rigtig god ide , føre varmen processen , grøn syntetisk gas omdannes flydende brændsel , tilbage elektrolyse-processen derefter bruge restvarmen fjernvarme . Derfor vigtigt , selve produktionen kommer ligge nærheden fjernvarmenet . dialog globalt energiselskab sammen forskningsgruppe Niras , nylig offentliggjort rapporten `` Nordic GTL – a pre-feasibility study on sustainable aviation fuel from biogas , hydrogen and CO2 '' , beregninger viser , rette integration grøn el , brint , biogas CO2 , muligt fremstille flydende brændstof flytrafikken , kun dobbelt så dyrt fossilt brændstof dag . Lige arbejdes få gang konkret projekt samarbejde globalt energiselskab . Første skridt omdanne methaniseret biogas direkte flydende brændsel . Efterfølgende tanken , produktionen øges ved tilføje procestrin , grøn brint CO2 indgår : » første del kendt teknologi kan gå direkte fuldskalaanlæg . kommer videre bruge brint CO2 øge produktionen , så brug demonstrationsprojekter kan aftaleteksten Finansloven interessant , « siger .",-7.0
,2020-02-12 00:00:00,Gas-skepsis stemt ned: Parlament godkender EU-liste over 151 infrastruktur-projekter,Ingeniøren,Link,"151 projekter omfatter hel del naturgas-projekter derfor stemte grønne gruppe Parlamentet imod godkende listen , stort flertal sagde ja . EU Parlamentet godkendte onsdag liste 151 grænseoverskridende energiinfrastrukturprojekter , EU Kommissionen udvalgt værdige søge EU-støtte . Blandt projekterne såkaldte PCI-liste Energiøen Nordsøen , Baltic Pipe-gasledningen mellem Danmark Polen samt 55 naturgas-infrastrukturprojekter . Netop projekter naturgas fået grønne gruppe EU Parlamentet stemme nej listen opfordre andre parlamentsmedlemmer gøre samme . Forældet infrastruktur danske SF'er Margrethe Auken skrev eksempel Altinget , gasrør fastfryse Europa fossile tidsalder spilde milliarder euro infrastruktur snart forældet : » Glem , hver euro spilder stedet burde gået forskning , vedvarende energi grøn omstilling landbruget , « skrev opfordring . lyttede opfordringen : Kun 169 stemte listen , mens 443 stemte , skriver polske delegation pressemeddelelse . nye kabelforbindelser energi-øen Nordsøen – Energinet par andre transmissionsansvarlige selskaber sysler planer bygge specifikt nævnt regeringens aftale støttepartierne – indeholder listen store el-infrastruktur-projekter , forbinder Norge Storbritannien ( North Sea Link North Connect ) , kablet mellem Danmark Storbritannien ( Viking LInk ) samt forbindelser mellem henholdvis Holland Tyskland Storbritannien . PCI-projekter grænseoverskridende energiinfrastrukturprojekter strategisk betydning Unionen . Projekter PCI-listen , opdateres hvert andet år , nyder godt mere lempelig administrativ behandling kan altså modtage finansiering Connecting Europe-midlerne .",
,2020-05-20 00:00:00,Ros til klimaudspil med to energiøer: Men et væsentligt kapacitetsproblem truer,Ingeniøren,Link,"Regeringens klimaplan sætte skub udviklingen grønne flydende brændstoffer . Energiprofessor bekymret , flydende grønne brændsler mere komplekse , politikerne tror . IDA ’ s formand giver planen » pænt 7-tal « . Ifølge regeringens klimaplan , netop blevet præsenteret , bygges to energiøer , forbindelse opføres 4 GW ny havvindmøllekapacitet . Målet øerne skabe knudepunkt indsamling distribution grøn energi , både form el flydende grønne brændsler . Dermed lagt teknologisk satsning udvikling Power-t-X ( PtX ) , grøn el omdannes alternativt brændsel , kan bruges eksempel tunge del transportsektoren , fly , skibe industrien : » kan længere lave enkeltstående havmølleparker . energiøer , både kan samle indføringen grøn energi land , kan produceres brint flydende brændsler , « sagde klima- , energi- forsyningsminister Dan Jørgensen ved præsentationen planen . to energiøer placeres hhv . Nordsøen Østersøen Bornholm . hver bygges 2.000 MW vindkraft mere dobbelt så , bygget dag . Regeringens forslag svarer næsten , IDA foreslået seneste rapport : IDAs Klimasvar : Transport- energiløsninger 2030 , sættes mål 6.630 MW havvind 2030 . Udbygningen energiøer PtX-teknologi ses sammenhæng mål indfange lagre – evt . nyttiggøre - CO2 røggas . første omgang fossile kilder , umiddelbart kan udskiftes , længere sigt biomasse , reelt tale negativ CO2-emission . God plan huller Professor energiplanlægning Aalborg Universitet , Brian Vad Mathiesen , kalder ideen energiøer rigtig gode , betænkeligheder ved udmeldingen : » rigtig fint , talt flere år . får sat midler , så næste to-tre år kan udvikle demonstrationsprojekter , viser , hvordan PtX kan virke . helst ske gennem hele værdikæden , så eksempel får testet lastbiler rent faktisk køre , « siger . bekymret , politikerne undervurdere , komplekst energisystem . mangler nemlig stadig viden modeller , viser , enkelte anlæg bedst placeres , teknisk økonomisk : » handler , infrastruktur opbygge transport grønne energi . eksempel bedst placere produktionen brint selve energiøen , el føres land derefter omdannet flydende brændsler , « siger understreger , må låse tidligt fast . Mht . placering energiøerne mener , Bornholm oplagt sted . placering tæt både Sverige , Polen , Tyskland Danmark øen effektivt middel fortrænge fossile brændsler lande : » mener sagtens , kan bære udbygges 5 GW , « siger . Mere betænkeligt energiøen Nordsøen . afstandene væsentlig længere , dag kabler , stand overføre mere 2 GW , planlagt : » først tro , side 2030 , kan komme kabel størrelser , kan overføre 10 GW , sker , udbygge kapacitet , så kan levere grøn strøm store energiforbrugende centre Nordeuropa , « siger Brian Vad Mathiesen . Overordnet set kalder professoren klimaplanen godt udspil , selvom godt kan pege tekniske detaljer , mindre glad , huller , helt blevet udfyldt . Klimaplan anerkender teknologi Formanden IDA , Thomas Damkjær Pedersen , glæder , kommet første udspil regeringen , hvordan komme mål CO2-reduktionen 2030 : » Udspillet anerkender , brug teknologisk fokus nå målet . løsningerne peget vores Klimasvar tidligere år . derfor give pænt 7-tal , « siger . Grunden kan komme højere , ifølge Thomas Damkjær Pedersen , endnu fået omsat national strategi , derfor ved hvordan . havvindmølleparker fremrykkes , kommer fokus udvikling demonstration PtX , så kan gå demonstrationsanlæg stor skala , helt nødvendigt , kan nå målene CO2-reduktioner 2030 2050 , siger : » glæder , planen omsat egentlig strategi forskning udvikling samarbejde mellem private offentlige aktører , « siger Thomas Damkjær Pedersen .",8.0
