topic_int,topic_names_from_bertopic,count,total_count,percentage
0,"10, bornholm, energi, say, island",1,86,0.012
0,"11, bornholm, energi, green, new",10,86,0.116
0,"15, bornholm, energi, land, say",10,86,0.116
0,"16, energi, wind, 2030, island",2,86,0.023
0,"20, bornholm, energinet, energi, area",8,86,0.093
0,"23, bornholm, wind, energi, electr",1,86,0.012
0,"24, grid, system, offshor, power",1,86,0.012
0,"3, bornholm, island, energi, green",1,86,0.012
0,"31, project, bornholm, center, say",13,86,0.151
0,"35, energinet, guard, plant, bornholm",9,86,0.105
0,"36, bornholm, plan, schow, strategi",6,86,0.07
0,"37, bornholm, citizen, energi, island",3,86,0.035
0,"38, bornholm, municip, busi, plan",1,86,0.012
0,"41, nuclear, plant, power, energi",6,86,0.07
0,"43, bornholm, democraci, hous, also",3,86,0.035
0,"5, energi, price, bornholm, wind",1,86,0.012
0,"8, bornholm, energi, area, municip",10,86,0.116
1,"0, grid, power, system, comput",8,138,0.058
1,"1, grid, offshor, european, light",1,138,0.007
1,"24, grid, system, offshor, power",2,138,0.014
1,"25, wave, grid, propag, kelvin",1,138,0.007
1,"26, control, power, grid, offshor",21,138,0.152
1,"28, grid, transmiss, offshor, system",15,138,0.109
1,"33, control, grid, dc, fault",22,138,0.159
1,"4, grid, offshor, develop, system",4,138,0.029
1,"40, grid, offshor, system, power",5,138,0.036
1,"42, control, convert, hvdc, grid",16,138,0.116
1,"7, convert, control, grid, voltag",39,138,0.283
1,Noise,4,138,0.029
2,"11, bornholm, energi, green, new",1,112,0.009
2,"13, wind, offshor, energi, danish",22,112,0.196
2,"15, bornholm, energi, land, say",1,112,0.009
2,"16, energi, wind, 2030, island",7,112,0.062
2,"18, energi, project, dkk, climat",18,112,0.161
2,"20, bornholm, energinet, energi, area",5,112,0.045
2,"21, heat, rvv, wind, energi",10,112,0.089
2,"23, bornholm, wind, energi, electr",5,112,0.045
2,"27, hydrogen, energi, wind, electrolysi",3,112,0.027
2,"29, energi, island, bornholm, must",12,112,0.107
2,"32, wind, offshor, turbin, danish",10,112,0.089
2,"34, hydrogen, co2, bioga, product",4,112,0.036
2,"35, energinet, guard, plant, bornholm",1,112,0.009
2,"41, nuclear, plant, power, energi",1,112,0.009
2,"5, energi, price, bornholm, wind",11,112,0.098
2,Noise,1,112,0.009
3,"1, grid, offshor, european, light",7,113,0.062
3,"13, wind, offshor, energi, danish",2,113,0.018
3,"14, energi, system, offshor, model",14,113,0.124
3,"15, bornholm, energi, land, say",1,113,0.009
3,"17, energi, german, wind, offshor",9,113,0.08
3,"18, energi, project, dkk, climat",3,113,0.027
3,"19, energi, system, renew, power",12,113,0.106
3,"2, hydrogen, water, energi, wind",15,113,0.133
3,"21, heat, rvv, wind, energi",6,113,0.053
3,"23, bornholm, wind, energi, electr",1,113,0.009
3,"24, grid, system, offshor, power",3,113,0.027
3,"25, wave, grid, propag, kelvin",1,113,0.009
3,"27, hydrogen, energi, wind, electrolysi",3,113,0.027
3,"29, energi, island, bornholm, must",1,113,0.009
3,"32, wind, offshor, turbin, danish",1,113,0.009
3,"34, hydrogen, co2, bioga, product",2,113,0.018
3,"4, grid, offshor, develop, system",5,113,0.044
3,"44, energi, choic, gener, system",10,113,0.088
3,"5, energi, price, bornholm, wind",1,113,0.009
3,"9, energi, system, model, renew",15,113,0.133
3,Noise,1,113,0.009
4,"10, bornholm, energi, say, island",3,102,0.029
4,"11, bornholm, energi, green, new",5,102,0.049
4,"12, bornholm, get, municip, also",19,102,0.186
4,"22, bornholm, municip, jacob, say",5,102,0.049
4,"3, bornholm, island, energi, green",5,102,0.049
4,"30, bornholm, busi, also, island",5,102,0.049
4,"31, project, bornholm, center, say",1,102,0.01
4,"35, energinet, guard, plant, bornholm",3,102,0.029
4,"36, bornholm, plan, schow, strategi",2,102,0.02
4,"37, bornholm, citizen, energi, island",1,102,0.01
4,"38, bornholm, municip, busi, plan",2,102,0.02
4,"39, budget, municip, save, million",18,102,0.176
4,"6, municip, year, social, bornholm",29,102,0.284
4,"8, bornholm, energi, area, municip",2,102,0.02
4,Noise,2,102,0.02
5,"0, grid, power, system, comput",42,133,0.316
5,"1, grid, offshor, european, light",8,133,0.06
5,"11, bornholm, energi, green, new",1,133,0.008
5,"14, energi, system, offshor, model",8,133,0.06
5,"17, energi, german, wind, offshor",1,133,0.008
5,"19, energi, system, renew, power",7,133,0.053
5,"22, bornholm, municip, jacob, say",1,133,0.008
5,"24, grid, system, offshor, power",9,133,0.068
5,"25, wave, grid, propag, kelvin",8,133,0.06
5,"26, control, power, grid, offshor",2,133,0.015
5,"28, grid, transmiss, offshor, system",8,133,0.06
5,"4, grid, offshor, develop, system",20,133,0.15
5,"40, grid, offshor, system, power",6,133,0.045
5,"9, energi, system, model, renew",9,133,0.068
5,Noise,3,133,0.023
6,"13, wind, offshor, energi, danish",8,89,0.09
6,"14, energi, system, offshor, model",1,89,0.011
6,"16, energi, wind, 2030, island",2,89,0.022
6,"17, energi, german, wind, offshor",1,89,0.011
6,"18, energi, project, dkk, climat",2,89,0.022
6,"19, energi, system, renew, power",1,89,0.011
6,"2, hydrogen, water, energi, wind",14,89,0.157
6,"21, heat, rvv, wind, energi",11,89,0.124
6,"27, hydrogen, energi, wind, electrolysi",18,89,0.202
6,"29, energi, island, bornholm, must",5,89,0.056
6,"3, bornholm, island, energi, green",1,89,0.011
6,"32, wind, offshor, turbin, danish",5,89,0.056
6,"34, hydrogen, co2, bioga, product",15,89,0.169
6,"5, energi, price, bornholm, wind",1,89,0.011
6,"8, bornholm, energi, area, municip",1,89,0.011
6,"9, energi, system, model, renew",2,89,0.022
6,Noise,1,89,0.011
7,"10, bornholm, energi, say, island",13,126,0.103
7,"11, bornholm, energi, green, new",10,126,0.079
7,"12, bornholm, get, municip, also",1,126,0.008
7,"15, bornholm, energi, land, say",8,126,0.063
7,"16, energi, wind, 2030, island",2,126,0.016
7,"20, bornholm, energinet, energi, area",2,126,0.016
7,"22, bornholm, municip, jacob, say",5,126,0.04
7,"23, bornholm, wind, energi, electr",2,126,0.016
7,"25, wave, grid, propag, kelvin",1,126,0.008
7,"3, bornholm, island, energi, green",13,126,0.103
7,"30, bornholm, busi, also, island",8,126,0.063
7,"31, project, bornholm, center, say",4,126,0.032
7,"32, wind, offshor, turbin, danish",2,126,0.016
7,"35, energinet, guard, plant, bornholm",4,126,0.032
7,"36, bornholm, plan, schow, strategi",3,126,0.024
7,"37, bornholm, citizen, energi, island",11,126,0.087
7,"38, bornholm, municip, busi, plan",2,126,0.016
7,"41, nuclear, plant, power, energi",3,126,0.024
7,"43, bornholm, democraci, hous, also",6,126,0.048
7,"5, energi, price, bornholm, wind",2,126,0.016
7,"8, bornholm, energi, area, municip",9,126,0.071
7,Noise,15,126,0.119
8,"0, grid, power, system, comput",24,137,0.175
8,"1, grid, offshor, european, light",36,137,0.263
8,"14, energi, system, offshor, model",9,137,0.066
8,"17, energi, german, wind, offshor",2,137,0.015
8,"19, energi, system, renew, power",10,137,0.073
8,"24, grid, system, offshor, power",11,137,0.08
8,"25, wave, grid, propag, kelvin",14,137,0.102
8,"26, control, power, grid, offshor",2,137,0.015
8,"28, grid, transmiss, offshor, system",1,137,0.007
8,"4, grid, offshor, develop, system",16,137,0.117
8,"40, grid, offshor, system, power",6,137,0.044
8,"44, energi, choic, gener, system",2,137,0.015
8,"9, energi, system, model, renew",3,137,0.022
8,Noise,1,137,0.007
9,"10, bornholm, energi, say, island",1,126,0.008
9,"11, bornholm, energi, green, new",3,126,0.024
9,"15, bornholm, energi, land, say",10,126,0.079
9,"16, energi, wind, 2030, island",16,126,0.127
9,"18, energi, project, dkk, climat",3,126,0.024
9,"2, hydrogen, water, energi, wind",1,126,0.008
9,"20, bornholm, energinet, energi, area",12,126,0.095
9,"23, bornholm, wind, energi, electr",14,126,0.111
9,"29, energi, island, bornholm, must",2,126,0.016
9,"31, project, bornholm, center, say",5,126,0.04
9,"32, wind, offshor, turbin, danish",1,126,0.008
9,"35, energinet, guard, plant, bornholm",2,126,0.016
9,"36, bornholm, plan, schow, strategi",3,126,0.024
9,"37, bornholm, citizen, energi, island",1,126,0.008
9,"41, nuclear, plant, power, energi",7,126,0.056
9,"43, bornholm, democraci, hous, also",1,126,0.008
9,"5, energi, price, bornholm, wind",22,126,0.175
9,"8, bornholm, energi, area, municip",15,126,0.119
9,Noise,7,126,0.056
10,"13, wind, offshor, energi, danish",2,77,0.026
10,"14, energi, system, offshor, model",1,77,0.013
10,"15, bornholm, energi, land, say",2,77,0.026
10,"16, energi, wind, 2030, island",3,77,0.039
10,"17, energi, german, wind, offshor",18,77,0.234
10,"18, energi, project, dkk, climat",4,77,0.052
10,"2, hydrogen, water, energi, wind",19,77,0.247
10,"21, heat, rvv, wind, energi",1,77,0.013
10,"23, bornholm, wind, energi, electr",3,77,0.039
10,"29, energi, island, bornholm, must",4,77,0.052
10,"32, wind, offshor, turbin, danish",3,77,0.039
10,"44, energi, choic, gener, system",3,77,0.039
10,"5, energi, price, bornholm, wind",5,77,0.065
10,"8, bornholm, energi, area, municip",1,77,0.013
10,"9, energi, system, model, renew",8,77,0.104
11,"10, bornholm, energi, say, island",18,128,0.141
11,"11, bornholm, energi, green, new",4,128,0.031
11,"12, bornholm, get, municip, also",14,128,0.109
11,"20, bornholm, energinet, energi, area",1,128,0.008
11,"22, bornholm, municip, jacob, say",16,128,0.125
11,"3, bornholm, island, energi, green",26,128,0.203
11,"30, bornholm, busi, also, island",10,128,0.078
11,"36, bornholm, plan, schow, strategi",4,128,0.031
11,"37, bornholm, citizen, energi, island",2,128,0.016
11,"38, bornholm, municip, busi, plan",13,128,0.102
11,"43, bornholm, democraci, hous, also",5,128,0.039
11,"6, municip, year, social, bornholm",12,128,0.094
11,Noise,3,128,0.023
