topic_int,topic_names,labels_layer,Source,topic_names_from_bertopic,main_topic_name
11,baltic sea,11: baltic sea,Pro Media,"31, bornholm, sea, energi, neighbor","1, say, energi, bornholm, billion"
3,north sea,3: north sea,Pro Media,"21, energi, mill, island, plant","8, co2, bioga, ptx, materi"
3,north sea,3: north sea,Pro Media,"33, hydrogen, energinet, area, plant","8, co2, bioga, ptx, materi"
6,energiø bornholm,6: energiø bornholm,Pro Media,"21, energi, mill, island, plant","0, wind, island, energi, connect"
3,north sea,3: north sea,Pro Media,"11, heat, 2030, climat, green","8, co2, bioga, ptx, materi"
6,energiø bornholm,6: energiø bornholm,Pro Media,"5, bornholm, wind, energi, plant","0, wind, island, energi, connect"
3,north sea,3: north sea,Pro Media,Noise,"8, co2, bioga, ptx, materi"
3,north sea,3: north sea,Pro Media,"33, hydrogen, energinet, area, plant","8, co2, bioga, ptx, materi"
10,danish energi,10: danish energi,Pro Media,"5, bornholm, wind, energi, plant","2, bornholm, municip, council, democraci"
3,north sea,3: north sea,Pro Media,"42, gw, platform, island, wind","8, co2, bioga, ptx, materi"
3,north sea,3: north sea,Pro Media,"21, energi, mill, island, plant","8, co2, bioga, ptx, materi"
2,wind turbin,2: wind turbin,Pro Media,"1, say, energi, bornholm, billion","1, say, energi, bornholm, billion"
6,energiø bornholm,6: energiø bornholm,Pro Media,"5, bornholm, wind, energi, plant","0, wind, island, energi, connect"
6,energiø bornholm,6: energiø bornholm,Pro Media,"41, nuclear, comput, quantum, power","0, wind, island, energi, connect"
3,north sea,3: north sea,Pro Media,"8, co2, bioga, ptx, materi","8, co2, bioga, ptx, materi"
3,north sea,3: north sea,Pro Media,"8, co2, bioga, ptx, materi","8, co2, bioga, ptx, materi"
3,north sea,3: north sea,Pro Media,"21, energi, mill, island, plant","8, co2, bioga, ptx, materi"
6,energiø bornholm,6: energiø bornholm,Pro Media,"41, nuclear, comput, quantum, power","0, wind, island, energi, connect"
3,north sea,3: north sea,Pro Media,"0, wind, island, energi, connect","8, co2, bioga, ptx, materi"
3,north sea,3: north sea,Pro Media,"41, nuclear, comput, quantum, power","8, co2, bioga, ptx, materi"
6,energiø bornholm,6: energiø bornholm,Pro Media,"32, island, wind, north, energi","0, wind, island, energi, connect"
3,north sea,3: north sea,Pro Media,"8, co2, bioga, ptx, materi","8, co2, bioga, ptx, materi"
3,north sea,3: north sea,Pro Media,"0, wind, island, energi, connect","8, co2, bioga, ptx, materi"
3,north sea,3: north sea,Pro Media,"8, co2, bioga, ptx, materi","8, co2, bioga, ptx, materi"
3,north sea,3: north sea,Pro Media,"11, heat, 2030, climat, green","8, co2, bioga, ptx, materi"
6,energiø bornholm,6: energiø bornholm,Pro Media,"1, say, energi, bornholm, billion","0, wind, island, energi, connect"
3,north sea,3: north sea,Pro Media,"8, co2, bioga, ptx, materi","8, co2, bioga, ptx, materi"
3,north sea,3: north sea,Pro Media,"42, gw, platform, island, wind","8, co2, bioga, ptx, materi"
9,social democraci,9: social democraci,Pro Media,"32, island, wind, north, energi","43, bornholm, must, green, municip"
9,social democraci,9: social democraci,Pro Media,"39, labor, skill, bornholm, job","43, bornholm, must, green, municip"
3,north sea,3: north sea,Pro Media,"0, wind, island, energi, connect","8, co2, bioga, ptx, materi"
9,social democraci,9: social democraci,Pro Media,Noise,"43, bornholm, must, green, municip"
3,north sea,3: north sea,Pro Media,"8, co2, bioga, ptx, materi","8, co2, bioga, ptx, materi"
6,energiø bornholm,6: energiø bornholm,Pro Media,"21, energi, mill, island, plant","0, wind, island, energi, connect"
11,baltic sea,11: baltic sea,Pro Media,"1, say, energi, bornholm, billion","1, say, energi, bornholm, billion"
3,north sea,3: north sea,Pro Media,"8, co2, bioga, ptx, materi","8, co2, bioga, ptx, materi"
6,energiø bornholm,6: energiø bornholm,Pro Media,"20, bornholm, project, wind, offshor","0, wind, island, energi, connect"
9,social democraci,9: social democraci,Pro Media,"39, labor, skill, bornholm, job","43, bornholm, must, green, municip"
6,energiø bornholm,6: energiø bornholm,Pro Media,"1, say, energi, bornholm, billion","0, wind, island, energi, connect"
11,baltic sea,11: baltic sea,Pro Media,"20, bornholm, project, wind, offshor","1, say, energi, bornholm, billion"
6,energiø bornholm,6: energiø bornholm,Pro Media,"7, bornholm, state, wind, project","0, wind, island, energi, connect"
2,wind turbin,2: wind turbin,Pro Media,Noise,"1, say, energi, bornholm, billion"
9,social democraci,9: social democraci,Pro Media,"39, labor, skill, bornholm, job","43, bornholm, must, green, municip"
6,energiø bornholm,6: energiø bornholm,Pro Media,"10, energinet, bornholm, area, energi","0, wind, island, energi, connect"
3,north sea,3: north sea,Pro Media,"33, hydrogen, energinet, area, plant","8, co2, bioga, ptx, materi"
4,municip council,4: municip council,Pro Media,"21, energi, mill, island, plant","2, bornholm, municip, council, democraci"
3,north sea,3: north sea,Pro Media,"8, co2, bioga, ptx, materi","8, co2, bioga, ptx, materi"
3,north sea,3: north sea,Pro Media,"10, energinet, bornholm, area, energi","8, co2, bioga, ptx, materi"
3,north sea,3: north sea,Pro Media,"42, gw, platform, island, wind","8, co2, bioga, ptx, materi"
6,energiø bornholm,6: energiø bornholm,Pro Media,"5, bornholm, wind, energi, plant","0, wind, island, energi, connect"
3,north sea,3: north sea,Pro Media,"11, heat, 2030, climat, green","8, co2, bioga, ptx, materi"
3,north sea,3: north sea,Pro Media,"42, gw, platform, island, wind","8, co2, bioga, ptx, materi"
3,north sea,3: north sea,Pro Media,Noise,"8, co2, bioga, ptx, materi"
6,energiø bornholm,6: energiø bornholm,Pro Media,"7, bornholm, state, wind, project","0, wind, island, energi, connect"
3,north sea,3: north sea,Pro Media,"8, co2, bioga, ptx, materi","8, co2, bioga, ptx, materi"
6,energiø bornholm,6: energiø bornholm,Pro Media,"5, bornholm, wind, energi, plant","0, wind, island, energi, connect"
3,north sea,3: north sea,Pro Media,"32, island, wind, north, energi","8, co2, bioga, ptx, materi"
3,north sea,3: north sea,Pro Media,"42, gw, platform, island, wind","8, co2, bioga, ptx, materi"
3,north sea,3: north sea,Pro Media,"8, co2, bioga, ptx, materi","8, co2, bioga, ptx, materi"
2,wind turbin,2: wind turbin,Pro Media,Noise,"1, say, energi, bornholm, billion"
6,energiø bornholm,6: energiø bornholm,Pro Media,"7, bornholm, state, wind, project","0, wind, island, energi, connect"
6,energiø bornholm,6: energiø bornholm,Pro Media,"10, energinet, bornholm, area, energi","0, wind, island, energi, connect"
3,north sea,3: north sea,Pro Media,"33, hydrogen, energinet, area, plant","8, co2, bioga, ptx, materi"
6,energiø bornholm,6: energiø bornholm,Pro Media,"20, bornholm, project, wind, offshor","0, wind, island, energi, connect"
3,north sea,3: north sea,Pro Media,"41, nuclear, comput, quantum, power","8, co2, bioga, ptx, materi"
3,north sea,3: north sea,Pro Media,"8, co2, bioga, ptx, materi","8, co2, bioga, ptx, materi"
3,north sea,3: north sea,Pro Media,"21, energi, mill, island, plant","8, co2, bioga, ptx, materi"
3,north sea,3: north sea,Pro Media,"32, island, wind, north, energi","8, co2, bioga, ptx, materi"
3,north sea,3: north sea,Pro Media,"42, gw, platform, island, wind","8, co2, bioga, ptx, materi"
6,energiø bornholm,6: energiø bornholm,Pro Media,"7, bornholm, state, wind, project","0, wind, island, energi, connect"
3,north sea,3: north sea,Pro Media,"33, hydrogen, energinet, area, plant","8, co2, bioga, ptx, materi"
6,energiø bornholm,6: energiø bornholm,Pro Media,"7, bornholm, state, wind, project","0, wind, island, energi, connect"
6,energiø bornholm,6: energiø bornholm,Pro Media,"20, bornholm, project, wind, offshor","0, wind, island, energi, connect"
6,energiø bornholm,6: energiø bornholm,Pro Media,"19, bornholm, agreement, port, energi","0, wind, island, energi, connect"
3,north sea,3: north sea,Pro Media,"33, hydrogen, energinet, area, plant","8, co2, bioga, ptx, materi"
3,north sea,3: north sea,Pro Media,"32, island, wind, north, energi","8, co2, bioga, ptx, materi"
6,energiø bornholm,6: energiø bornholm,Pro Media,"31, bornholm, sea, energi, neighbor","0, wind, island, energi, connect"
6,energiø bornholm,6: energiø bornholm,Pro Media,"21, energi, mill, island, plant","0, wind, island, energi, connect"
6,energiø bornholm,6: energiø bornholm,Pro Media,"20, bornholm, project, wind, offshor","0, wind, island, energi, connect"
3,north sea,3: north sea,Pro Media,"41, nuclear, comput, quantum, power","8, co2, bioga, ptx, materi"
3,north sea,3: north sea,Pro Media,"33, hydrogen, energinet, area, plant","8, co2, bioga, ptx, materi"
3,north sea,3: north sea,Pro Media,"42, gw, platform, island, wind","8, co2, bioga, ptx, materi"
6,energiø bornholm,6: energiø bornholm,Pro Media,"20, bornholm, project, wind, offshor","0, wind, island, energi, connect"
6,energiø bornholm,6: energiø bornholm,Pro Media,"18, say, energi, bornholm, also","0, wind, island, energi, connect"
3,north sea,3: north sea,Pro Media,"32, island, wind, north, energi","8, co2, bioga, ptx, materi"
11,baltic sea,11: baltic sea,Pro Media,"7, bornholm, state, wind, project","1, say, energi, bornholm, billion"
11,baltic sea,11: baltic sea,Pro Media,"31, bornholm, sea, energi, neighbor","1, say, energi, bornholm, billion"
11,baltic sea,11: baltic sea,Pro Media,"10, energinet, bornholm, area, energi","1, say, energi, bornholm, billion"
3,north sea,3: north sea,Pro Media,"32, island, wind, north, energi","8, co2, bioga, ptx, materi"
3,north sea,3: north sea,Pro Media,"42, gw, platform, island, wind","8, co2, bioga, ptx, materi"
3,north sea,3: north sea,Pro Media,"8, co2, bioga, ptx, materi","8, co2, bioga, ptx, materi"
3,north sea,3: north sea,Pro Media,"21, energi, mill, island, plant","8, co2, bioga, ptx, materi"
3,north sea,3: north sea,Pro Media,"0, wind, island, energi, connect","8, co2, bioga, ptx, materi"
6,energiø bornholm,6: energiø bornholm,Pro Media,"0, wind, island, energi, connect","0, wind, island, energi, connect"
6,energiø bornholm,6: energiø bornholm,Pro Media,"19, bornholm, agreement, port, energi","0, wind, island, energi, connect"
3,north sea,3: north sea,Pro Media,"8, co2, bioga, ptx, materi","8, co2, bioga, ptx, materi"
3,north sea,3: north sea,Pro Media,"8, co2, bioga, ptx, materi","8, co2, bioga, ptx, materi"
3,north sea,3: north sea,Pro Media,"0, wind, island, energi, connect","8, co2, bioga, ptx, materi"
6,energiø bornholm,6: energiø bornholm,Pro Media,"32, island, wind, north, energi","0, wind, island, energi, connect"
2,wind turbin,2: wind turbin,Pro Media,"11, heat, 2030, climat, green","1, say, energi, bornholm, billion"
6,energiø bornholm,6: energiø bornholm,Pro Media,"7, bornholm, state, wind, project","0, wind, island, energi, connect"
6,energiø bornholm,6: energiø bornholm,Pro Media,"18, say, energi, bornholm, also","0, wind, island, energi, connect"
7,offshor grid,7: offshor grid,Pro Media,"34, offshor, power, wind, grid","16, grid, offshor, integr, optim"
3,north sea,3: north sea,Pro Media,"41, nuclear, comput, quantum, power","8, co2, bioga, ptx, materi"
3,north sea,3: north sea,Pro Media,"33, hydrogen, energinet, area, plant","8, co2, bioga, ptx, materi"
6,energiø bornholm,6: energiø bornholm,Pro Media,"20, bornholm, project, wind, offshor","0, wind, island, energi, connect"
3,north sea,3: north sea,Pro Media,"8, co2, bioga, ptx, materi","8, co2, bioga, ptx, materi"
6,energiø bornholm,6: energiø bornholm,Pro Media,"10, energinet, bornholm, area, energi","0, wind, island, energi, connect"
3,north sea,3: north sea,Pro Media,"11, heat, 2030, climat, green","8, co2, bioga, ptx, materi"
6,energiø bornholm,6: energiø bornholm,Pro Media,"18, say, energi, bornholm, also","0, wind, island, energi, connect"
3,north sea,3: north sea,Pro Media,"8, co2, bioga, ptx, materi","8, co2, bioga, ptx, materi"
10,danish energi,10: danish energi,Pro Media,"25, bornholm, busi, energi, car","2, bornholm, municip, council, democraci"
6,energiø bornholm,6: energiø bornholm,Pro Media,"18, say, energi, bornholm, also","0, wind, island, energi, connect"
9,social democraci,9: social democraci,Reg Media,"43, bornholm, must, green, municip","43, bornholm, must, green, municip"
10,danish energi,10: danish energi,Reg Media,"2, bornholm, municip, council, democraci","2, bornholm, municip, council, democraci"
11,baltic sea,11: baltic sea,Reg Media,"0, wind, island, energi, connect","1, say, energi, bornholm, billion"
0,energi island,0: energi island,Reg Media,"6, bornholm, busi, green, municip","6, bornholm, busi, green, municip"
0,energi island,0: energi island,Reg Media,"5, bornholm, wind, energi, plant","6, bornholm, busi, green, municip"
11,baltic sea,11: baltic sea,Reg Media,"19, bornholm, agreement, port, energi","1, say, energi, bornholm, billion"
0,energi island,0: energi island,Reg Media,"1, say, energi, bornholm, billion","6, bornholm, busi, green, municip"
10,danish energi,10: danish energi,Reg Media,"9, social, democraci, municip, bornholm","2, bornholm, municip, council, democraci"
10,danish energi,10: danish energi,Reg Media,"9, social, democraci, municip, bornholm","2, bornholm, municip, council, democraci"
11,baltic sea,11: baltic sea,Reg Media,"21, energi, mill, island, plant","1, say, energi, bornholm, billion"
10,danish energi,10: danish energi,Reg Media,"9, social, democraci, municip, bornholm","2, bornholm, municip, council, democraci"
10,danish energi,10: danish energi,Reg Media,"28, bornholm, municip, say, island","2, bornholm, municip, council, democraci"
9,social democraci,9: social democraci,Reg Media,"36, busi, compani, bornholm, save","43, bornholm, must, green, municip"
0,energi island,0: energi island,Reg Media,"9, social, democraci, municip, bornholm","6, bornholm, busi, green, municip"
10,danish energi,10: danish energi,Reg Media,"9, social, democraci, municip, bornholm","2, bornholm, municip, council, democraci"
11,baltic sea,11: baltic sea,Reg Media,"7, bornholm, state, wind, project","1, say, energi, bornholm, billion"
3,north sea,3: north sea,Reg Media,"11, heat, 2030, climat, green","8, co2, bioga, ptx, materi"
11,baltic sea,11: baltic sea,Reg Media,"1, say, energi, bornholm, billion","1, say, energi, bornholm, billion"
9,social democraci,9: social democraci,Reg Media,"43, bornholm, must, green, municip","43, bornholm, must, green, municip"
0,energi island,0: energi island,Reg Media,"39, labor, skill, bornholm, job","6, bornholm, busi, green, municip"
11,baltic sea,11: baltic sea,Reg Media,"0, wind, island, energi, connect","1, say, energi, bornholm, billion"
4,municip council,4: municip council,Reg Media,"7, bornholm, state, wind, project","2, bornholm, municip, council, democraci"
5,renew energi,5: renew energi,Reg Media,"6, bornholm, busi, green, municip","22, energi, risk, system, optim"
6,energiø bornholm,6: energiø bornholm,Reg Media,"18, say, energi, bornholm, also","0, wind, island, energi, connect"
4,municip council,4: municip council,Reg Media,"6, bornholm, busi, green, municip","2, bornholm, municip, council, democraci"
0,energi island,0: energi island,Reg Media,"9, social, democraci, municip, bornholm","6, bornholm, busi, green, municip"
10,danish energi,10: danish energi,Reg Media,"30, busi, fund, bornholm, compani","2, bornholm, municip, council, democraci"
10,danish energi,10: danish energi,Reg Media,"20, bornholm, project, wind, offshor","2, bornholm, municip, council, democraci"
10,danish energi,10: danish energi,Reg Media,"30, busi, fund, bornholm, compani","2, bornholm, municip, council, democraci"
0,energi island,0: energi island,Reg Media,"6, bornholm, busi, green, municip","6, bornholm, busi, green, municip"
0,energi island,0: energi island,Reg Media,"39, labor, skill, bornholm, job","6, bornholm, busi, green, municip"
11,baltic sea,11: baltic sea,Reg Media,"10, energinet, bornholm, area, energi","1, say, energi, bornholm, billion"
11,baltic sea,11: baltic sea,Reg Media,"7, bornholm, state, wind, project","1, say, energi, bornholm, billion"
11,baltic sea,11: baltic sea,Reg Media,"7, bornholm, state, wind, project","1, say, energi, bornholm, billion"
11,baltic sea,11: baltic sea,Reg Media,"7, bornholm, state, wind, project","1, say, energi, bornholm, billion"
9,social democraci,9: social democraci,Reg Media,"19, bornholm, agreement, port, energi","43, bornholm, must, green, municip"
0,energi island,0: energi island,Reg Media,"30, busi, fund, bornholm, compani","6, bornholm, busi, green, municip"
3,north sea,3: north sea,Reg Media,"0, wind, island, energi, connect","8, co2, bioga, ptx, materi"
0,energi island,0: energi island,Reg Media,"39, labor, skill, bornholm, job","6, bornholm, busi, green, municip"
0,energi island,0: energi island,Reg Media,"36, busi, compani, bornholm, save","6, bornholm, busi, green, municip"
11,baltic sea,11: baltic sea,Reg Media,"1, say, energi, bornholm, billion","1, say, energi, bornholm, billion"
11,baltic sea,11: baltic sea,Reg Media,"20, bornholm, project, wind, offshor","1, say, energi, bornholm, billion"
0,energi island,0: energi island,Reg Media,"35, bornholm, municip, busi, list","6, bornholm, busi, green, municip"
6,energiø bornholm,6: energiø bornholm,Reg Media,"0, wind, island, energi, connect","0, wind, island, energi, connect"
6,energiø bornholm,6: energiø bornholm,Reg Media,"0, wind, island, energi, connect","0, wind, island, energi, connect"
10,danish energi,10: danish energi,Reg Media,"2, bornholm, municip, council, democraci","2, bornholm, municip, council, democraci"
0,energi island,0: energi island,Reg Media,"36, busi, compani, bornholm, save","6, bornholm, busi, green, municip"
0,energi island,0: energi island,Reg Media,"28, bornholm, municip, say, island","6, bornholm, busi, green, municip"
3,north sea,3: north sea,Reg Media,"10, energinet, bornholm, area, energi","8, co2, bioga, ptx, materi"
0,energi island,0: energi island,Reg Media,"39, labor, skill, bornholm, job","6, bornholm, busi, green, municip"
0,energi island,0: energi island,Reg Media,"35, bornholm, municip, busi, list","6, bornholm, busi, green, municip"
0,energi island,0: energi island,Reg Media,"39, labor, skill, bornholm, job","6, bornholm, busi, green, municip"
11,baltic sea,11: baltic sea,Reg Media,"20, bornholm, project, wind, offshor","1, say, energi, bornholm, billion"
10,danish energi,10: danish energi,Reg Media,"9, social, democraci, municip, bornholm","2, bornholm, municip, council, democraci"
11,baltic sea,11: baltic sea,Reg Media,"19, bornholm, agreement, port, energi","1, say, energi, bornholm, billion"
2,wind turbin,2: wind turbin,Reg Media,"20, bornholm, project, wind, offshor","1, say, energi, bornholm, billion"
2,wind turbin,2: wind turbin,Reg Media,"19, bornholm, agreement, port, energi","1, say, energi, bornholm, billion"
10,danish energi,10: danish energi,Reg Media,"18, say, energi, bornholm, also","2, bornholm, municip, council, democraci"
6,energiø bornholm,6: energiø bornholm,Reg Media,"0, wind, island, energi, connect","0, wind, island, energi, connect"
0,energi island,0: energi island,Reg Media,"36, busi, compani, bornholm, save","6, bornholm, busi, green, municip"
10,danish energi,10: danish energi,Reg Media,"2, bornholm, municip, council, democraci","2, bornholm, municip, council, democraci"
11,baltic sea,11: baltic sea,Reg Media,"0, wind, island, energi, connect","1, say, energi, bornholm, billion"
10,danish energi,10: danish energi,Reg Media,"6, bornholm, busi, green, municip","2, bornholm, municip, council, democraci"
11,baltic sea,11: baltic sea,Reg Media,"31, bornholm, sea, energi, neighbor","1, say, energi, bornholm, billion"
10,danish energi,10: danish energi,Reg Media,"6, bornholm, busi, green, municip","2, bornholm, municip, council, democraci"
9,social democraci,9: social democraci,Reg Media,"7, bornholm, state, wind, project","43, bornholm, must, green, municip"
6,energiø bornholm,6: energiø bornholm,Reg Media,"10, energinet, bornholm, area, energi","0, wind, island, energi, connect"
11,baltic sea,11: baltic sea,Reg Media,"7, bornholm, state, wind, project","1, say, energi, bornholm, billion"
9,social democraci,9: social democraci,Reg Media,"6, bornholm, busi, green, municip","43, bornholm, must, green, municip"
11,baltic sea,11: baltic sea,Reg Media,"5, bornholm, wind, energi, plant","1, say, energi, bornholm, billion"
6,energiø bornholm,6: energiø bornholm,Reg Media,"0, wind, island, energi, connect","0, wind, island, energi, connect"
3,north sea,3: north sea,Reg Media,"32, island, wind, north, energi","8, co2, bioga, ptx, materi"
11,baltic sea,11: baltic sea,Reg Media,"25, bornholm, busi, energi, car","1, say, energi, bornholm, billion"
10,danish energi,10: danish energi,Reg Media,"6, bornholm, busi, green, municip","2, bornholm, municip, council, democraci"
9,social democraci,9: social democraci,Reg Media,"43, bornholm, must, green, municip","43, bornholm, must, green, municip"
3,north sea,3: north sea,Reg Media,"5, bornholm, wind, energi, plant","8, co2, bioga, ptx, materi"
11,baltic sea,11: baltic sea,Reg Media,"2, bornholm, municip, council, democraci","1, say, energi, bornholm, billion"
4,municip council,4: municip council,Reg Media,"33, hydrogen, energinet, area, plant","2, bornholm, municip, council, democraci"
2,wind turbin,2: wind turbin,Reg Media,"19, bornholm, agreement, port, energi","1, say, energi, bornholm, billion"
6,energiø bornholm,6: energiø bornholm,Reg Media,"10, energinet, bornholm, area, energi","0, wind, island, energi, connect"
2,wind turbin,2: wind turbin,Reg Media,"0, wind, island, energi, connect","1, say, energi, bornholm, billion"
2,wind turbin,2: wind turbin,Reg Media,"2, bornholm, municip, council, democraci","1, say, energi, bornholm, billion"
11,baltic sea,11: baltic sea,Reg Media,"1, say, energi, bornholm, billion","1, say, energi, bornholm, billion"
6,energiø bornholm,6: energiø bornholm,Reg Media,"0, wind, island, energi, connect","0, wind, island, energi, connect"
6,energiø bornholm,6: energiø bornholm,Reg Media,Noise,"0, wind, island, energi, connect"
9,social democraci,9: social democraci,Reg Media,"43, bornholm, must, green, municip","43, bornholm, must, green, municip"
2,wind turbin,2: wind turbin,Reg Media,"21, energi, mill, island, plant","1, say, energi, bornholm, billion"
10,danish energi,10: danish energi,Reg Media,"6, bornholm, busi, green, municip","2, bornholm, municip, council, democraci"
10,danish energi,10: danish energi,Reg Media,"9, social, democraci, municip, bornholm","2, bornholm, municip, council, democraci"
11,baltic sea,11: baltic sea,Reg Media,"45, bornholm, land, plant, area","1, say, energi, bornholm, billion"
4,municip council,4: municip council,Reg Media,"21, energi, mill, island, plant","2, bornholm, municip, council, democraci"
2,wind turbin,2: wind turbin,Reg Media,"21, energi, mill, island, plant","1, say, energi, bornholm, billion"
2,wind turbin,2: wind turbin,Reg Media,"33, hydrogen, energinet, area, plant","1, say, energi, bornholm, billion"
