Source,cluster,x,y,TF_IDF_topic_name
sci,0,5.447821,13.169644,"vsc hvdc, 0.0084, 4, 5 | reactive power, 0.0072, 27, 57 | dc grid, 0.0070, 26, 64 | ac grid, 0.0070, 26, 46 | high voltage, 0.0068, 27, 32"
sci,3,2.7656658,9.847784,"north sea, 0.0196, 69, 116 | offshore wind, 0.0183, 86, 193 | offshore grid, 0.0157, 97, 179 | wind energy, 0.0076, 29, 49 | offshore wind energy, 0.0069, 19, 33"
sci,2,1.3935081,9.946157,"hydrogen production, 0.0298, 16, 31 | green hydrogen, 0.0215, 12, 21 | co2 emissions, 0.0146, 9, 14 | oil gas, 0.0146, 12, 15 | energy system, 0.0134, 17, 38"
sci,3,1.5656579,8.447922,"north sea, 0.0196, 69, 116 | offshore wind, 0.0183, 86, 193 | offshore grid, 0.0157, 97, 179 | wind energy, 0.0076, 29, 49 | offshore wind energy, 0.0069, 19, 33"
sci,3,2.4500058,9.07297,"north sea, 0.0196, 69, 116 | offshore wind, 0.0183, 86, 193 | offshore grid, 0.0157, 97, 179 | wind energy, 0.0076, 29, 49 | offshore wind energy, 0.0069, 19, 33"
sci,3,3.4618714,9.417958,"north sea, 0.0196, 69, 116 | offshore wind, 0.0183, 86, 193 | offshore grid, 0.0157, 97, 179 | wind energy, 0.0076, 29, 49 | offshore wind energy, 0.0069, 19, 33"
sci,0,4.8711004,13.171029,"vsc hvdc, 0.0084, 4, 5 | reactive power, 0.0072, 27, 57 | dc grid, 0.0070, 26, 64 | ac grid, 0.0070, 26, 46 | high voltage, 0.0068, 27, 32"
sci,0,4.7111087,13.453675,"vsc hvdc, 0.0084, 4, 5 | reactive power, 0.0072, 27, 57 | dc grid, 0.0070, 26, 64 | ac grid, 0.0070, 26, 46 | high voltage, 0.0068, 27, 32"
sci,0,4.5526123,13.615647,"vsc hvdc, 0.0084, 4, 5 | reactive power, 0.0072, 27, 57 | dc grid, 0.0070, 26, 64 | ac grid, 0.0070, 26, 46 | high voltage, 0.0068, 27, 32"
sci,4,-0.46070027,9.261775,"offshore grid, 0.0637, 12, 17 | wave energy, 0.0567, 5, 9 | grid spacing, 0.0443, 3, 14 | 2011 ieee, 0.0401, 2, 2 | long term, 0.0356, 0, 0"
sci,1,0.6541333,11.422726,"renewable energy, 0.0206, 63, 106 | energy island, 0.0162, 88, 120 | sustainable energy, 0.0142, 16, 27 | energy islands, 0.0136, 41, 52 | energy sources, 0.0121, 35, 45"
