Source,cluster,x,y,topic_name
reg,11,4.039094,5.6317983,31 billion 20 billion energiø bornholm
reg,11,3.780286,5.5741224,31 billion 20 billion energiø bornholm
reg,13,3.4679763,2.5865476,social democraci municip council climat plan
reg,13,3.5398746,2.6845503,social democraci municip council climat plan
reg,2,5.074749,3.7948546,center bornholm busi center labor market
reg,6,5.9487658,6.55627,offshor wind wind turbin wind farm
reg,3,5.3789926,3.8129182,green transit green island realli good
reg,3,5.0094814,4.7269716,green transit green island realli good
reg,4,5.9877167,3.3180423,busi park energi park energi island
reg,4,5.481956,3.4787674,busi park energi park energi island
reg,4,6.06188,2.9174519,busi park energi park energi island
reg,6,7.049885,7.174008,offshor wind wind turbin wind farm
reg,3,5.6108246,4.2023764,green transit green island realli good
reg,6,6.3958592,5.9208875,offshor wind wind turbin wind farm
reg,4,5.6736226,2.8844864,busi park energi park energi island
reg,13,3.630628,2.1439404,social democraci municip council climat plan
reg,13,3.5914686,2.2883854,social democraci municip council climat plan
reg,4,5.4310503,2.913093,busi park energi park energi island
reg,4,5.6341286,2.8435166,busi park energi park energi island
reg,4,5.4472804,2.783314,busi park energi park energi island
reg,2,4.736596,3.8682463,center bornholm busi center labor market
reg,7,5.2360897,6.078056,baltic sea north sea possibl establish
reg,11,3.7812402,5.3004804,31 billion 20 billion energiø bornholm
reg,0,5.4883027,2.263273,citizen associ transform station associ energiø
reg,14,4.241949,1.808486,social democraci social democrat ann thoma
reg,9,4.892042,1.7531632,jacob trøst citizen meet mayor jacob trøst
reg,11,3.9227858,5.357683,31 billion 20 billion energiø bornholm
reg,14,4.1172357,1.2770656,social democraci social democrat ann thoma
reg,10,6.8855286,4.5679007,electr grid bornholm electr price zone
reg,4,6.4217896,3.1452775,busi park energi park energi island
reg,6,6.2583995,7.0768576,offshor wind wind turbin wind farm
reg,11,3.8649309,5.5700665,31 billion 20 billion energiø bornholm
reg,2,4.699251,3.8392956,center bornholm busi center labor market
reg,1,7.5746007,2.3400471,high voltag voltag station bornholm museum
reg,1,7.601994,2.3194184,high voltag voltag station bornholm museum
reg,11,3.7745414,5.170371,31 billion 20 billion energiø bornholm
reg,13,3.8867269,2.6045897,social democraci municip council climat plan
reg,11,3.8156843,5.3104973,31 billion 20 billion energiø bornholm
reg,11,3.73797,5.4815598,31 billion 20 billion energiø bornholm
reg,6,6.160958,6.4613376,offshor wind wind turbin wind farm
reg,11,3.7860732,5.2318234,31 billion 20 billion energiø bornholm
reg,6,6.3470345,7.164647,offshor wind wind turbin wind farm
reg,11,4.080597,5.2014256,31 billion 20 billion energiø bornholm
reg,6,7.1695633,7.115727,offshor wind wind turbin wind farm
reg,6,5.6835537,6.6801224,offshor wind wind turbin wind farm
reg,14,4.285124,1.3887432,social democraci social democrat ann thoma
reg,6,6.1505184,6.561398,offshor wind wind turbin wind farm
reg,11,3.950355,5.2315574,31 billion 20 billion energiø bornholm
reg,14,4.1306834,1.3306091,social democraci social democrat ann thoma
reg,1,7.367862,2.986525,high voltag voltag station bornholm museum
reg,6,7.3269153,7.3582325,offshor wind wind turbin wind farm
reg,14,4.2304015,1.2520943,social democraci social democrat ann thoma
