Source,cluster,x,y,TF_IDF_topic_name,BERTopic_topic_name
pro,4,7.272137,1.9460268,district heating global wind green transition ørsted atp wave power,energy wind also says green
pro,4,7.133195,1.7027922,district heating global wind green transition ørsted atp wave power,energy wind also says green
pro,3,7.227789,3.4849412,energy islands bornholm islands bornholm energy islands open door business case,energy islands project wind bornholm
pro,3,7.2730756,3.7691622,energy islands bornholm islands bornholm energy islands open door business case,energy islands project wind bornholm
pro,1,4.1979833,2.6322112,electricity grid data center electricity consumption high voltage energy island,energy electricity island wind sea
pro,4,6.6590824,1.9976475,district heating global wind green transition ørsted atp wave power,energy wind also says green
pro,3,7.15204,3.9854405,energy islands bornholm islands bornholm energy islands open door business case,energy islands project wind bornholm
pro,2,5.6327085,0.973926,green hydrogen 000 tonnes green fuels tejs vegge hydrogen produced,hydrogen energy green also says
pro,1,4.813434,2.916456,electricity grid data center electricity consumption high voltage energy island,energy electricity island wind sea
pro,3,7.1887827,3.2259517,energy islands bornholm islands bornholm energy islands open door business case,energy islands project wind bornholm
pro,0,5.398963,4.3571224,offshore wind wind turbines north sea gw offshore wind farms,wind energy offshore sea island
pro,2,6.416768,1.5612601,green hydrogen 000 tonnes green fuels tejs vegge hydrogen produced,hydrogen energy green also says
pro,3,6.3296857,4.3137145,energy islands bornholm islands bornholm energy islands open door business case,energy islands project wind bornholm
pro,3,7.12344,3.8027422,energy islands bornholm islands bornholm energy islands open door business case,energy islands project wind bornholm
