topic_int,topic_names,labels_layer,Source
8,wind farm,8: wind farm,Pro Media
8,wind farm,8: wind farm,Pro Media
8,wind farm,8: wind farm,Pro Media
8,wind farm,8: wind farm,Pro Media
8,wind farm,8: wind farm,Pro Media
8,wind farm,8: wind farm,Pro Media
4,electr grid,4: electr grid,Pro Media
8,wind farm,8: wind farm,Pro Media
4,electr grid,4: electr grid,Pro Media
4,electr grid,4: electr grid,Pro Media
4,electr grid,4: electr grid,Pro Media
8,wind farm,8: wind farm,Pro Media
4,electr grid,4: electr grid,Pro Media
8,wind farm,8: wind farm,Pro Media
8,wind farm,8: wind farm,Pro Media
4,electr grid,4: electr grid,Pro Media
4,electr grid,4: electr grid,Pro Media
4,electr grid,4: electr grid,Pro Media
4,electr grid,4: electr grid,Pro Media
8,wind farm,8: wind farm,Pro Media
4,electr grid,4: electr grid,Pro Media
8,wind farm,8: wind farm,Pro Media
8,wind farm,8: wind farm,Pro Media
8,wind farm,8: wind farm,Pro Media
8,wind farm,8: wind farm,Pro Media
8,wind farm,8: wind farm,Pro Media
8,wind farm,8: wind farm,Pro Media
8,wind farm,8: wind farm,Pro Media
8,wind farm,8: wind farm,Pro Media
8,wind farm,8: wind farm,Pro Media
4,electr grid,4: electr grid,Pro Media
4,electr grid,4: electr grid,Pro Media
4,electr grid,4: electr grid,Pro Media
8,wind farm,8: wind farm,Pro Media
4,electr grid,4: electr grid,Pro Media
4,electr grid,4: electr grid,Pro Media
8,wind farm,8: wind farm,Pro Media
9,wind power,9: wind power,Pro Media
8,wind farm,8: wind farm,Pro Media
8,wind farm,8: wind farm,Pro Media
8,wind farm,8: wind farm,Pro Media
7,wind turbin,7: wind turbin,Pro Media
8,wind farm,8: wind farm,Pro Media
4,electr grid,4: electr grid,Pro Media
4,electr grid,4: electr grid,Pro Media
8,wind farm,8: wind farm,Pro Media
4,electr grid,4: electr grid,Pro Media
8,wind farm,8: wind farm,Pro Media
4,electr grid,4: electr grid,Pro Media
8,wind farm,8: wind farm,Pro Media
4,electr grid,4: electr grid,Pro Media
8,wind farm,8: wind farm,Pro Media
2,energiø bornholm,2: energiø bornholm,Pro Media
4,electr grid,4: electr grid,Pro Media
7,wind turbin,7: wind turbin,Pro Media
4,electr grid,4: electr grid,Pro Media
2,energiø bornholm,2: energiø bornholm,Pro Media
8,wind farm,8: wind farm,Pro Media
4,electr grid,4: electr grid,Pro Media
8,wind farm,8: wind farm,Pro Media
4,electr grid,4: electr grid,Pro Media
4,electr grid,4: electr grid,Pro Media
4,electr grid,4: electr grid,Pro Media
4,electr grid,4: electr grid,Pro Media
4,electr grid,4: electr grid,Pro Media
8,wind farm,8: wind farm,Pro Media
8,wind farm,8: wind farm,Pro Media
4,electr grid,4: electr grid,Pro Media
4,electr grid,4: electr grid,Pro Media
4,electr grid,4: electr grid,Pro Media
8,wind farm,8: wind farm,Pro Media
4,electr grid,4: electr grid,Pro Media
8,wind farm,8: wind farm,Pro Media
4,electr grid,4: electr grid,Pro Media
8,wind farm,8: wind farm,Pro Media
8,wind farm,8: wind farm,Pro Media
4,electr grid,4: electr grid,Pro Media
8,wind farm,8: wind farm,Pro Media
6,green transit,6: green transit,Pro Media
7,wind turbin,7: wind turbin,Pro Media
6,green transit,6: green transit,Pro Media
4,electr grid,4: electr grid,Pro Media
4,electr grid,4: electr grid,Pro Media
8,wind farm,8: wind farm,Pro Media
4,electr grid,4: electr grid,Pro Media
2,energiø bornholm,2: energiø bornholm,Pro Media
8,wind farm,8: wind farm,Pro Media
4,electr grid,4: electr grid,Pro Media
4,electr grid,4: electr grid,Pro Media
4,electr grid,4: electr grid,Pro Media
8,wind farm,8: wind farm,Pro Media
4,electr grid,4: electr grid,Pro Media
4,electr grid,4: electr grid,Pro Media
7,wind turbin,7: wind turbin,Pro Media
4,electr grid,4: electr grid,Pro Media
8,wind farm,8: wind farm,Pro Media
6,green transit,6: green transit,Pro Media
6,green transit,6: green transit,Pro Media
8,wind farm,8: wind farm,Pro Media
6,green transit,6: green transit,Pro Media
4,electr grid,4: electr grid,Pro Media
6,green transit,6: green transit,Pro Media
2,energiø bornholm,2: energiø bornholm,Pro Media
4,electr grid,4: electr grid,Pro Media
7,wind turbin,7: wind turbin,Pro Media
4,electr grid,4: electr grid,Pro Media
6,green transit,6: green transit,Pro Media
7,wind turbin,7: wind turbin,Pro Media
8,wind farm,8: wind farm,Pro Media
7,wind turbin,7: wind turbin,Pro Media
0,energi island,0: energi island,Pro Media
6,green transit,6: green transit,Pro Media
4,electr grid,4: electr grid,Pro Media
4,electr grid,4: electr grid,Pro Media
6,green transit,6: green transit,Pro Media
4,electr grid,4: electr grid,Pro Media
4,electr grid,4: electr grid,Pro Media
8,wind farm,8: wind farm,Pro Media
8,wind farm,8: wind farm,Pro Media
8,wind farm,8: wind farm,Pro Media
4,electr grid,4: electr grid,Pro Media
8,wind farm,8: wind farm,Pro Media
4,electr grid,4: electr grid,Pro Media
7,wind turbin,7: wind turbin,Pro Media
4,electr grid,4: electr grid,Pro Media
8,wind farm,8: wind farm,Pro Media
8,wind farm,8: wind farm,Pro Media
8,wind farm,8: wind farm,Pro Media
4,electr grid,4: electr grid,Pro Media
6,green transit,6: green transit,Pro Media
7,wind turbin,7: wind turbin,Pro Media
8,wind farm,8: wind farm,Pro Media
4,electr grid,4: electr grid,Pro Media
7,wind turbin,7: wind turbin,Pro Media
4,electr grid,4: electr grid,Pro Media
4,electr grid,4: electr grid,Pro Media
4,electr grid,4: electr grid,Pro Media
8,wind farm,8: wind farm,Pro Media
8,wind farm,8: wind farm,Pro Media
7,wind turbin,7: wind turbin,Pro Media
4,electr grid,4: electr grid,Pro Media
7,wind turbin,7: wind turbin,Pro Media
7,wind turbin,7: wind turbin,Pro Media
7,wind turbin,7: wind turbin,Pro Media
4,electr grid,4: electr grid,Pro Media
8,wind farm,8: wind farm,Pro Media
7,wind turbin,7: wind turbin,Pro Media
8,wind farm,8: wind farm,Pro Media
4,electr grid,4: electr grid,Pro Media
7,wind turbin,7: wind turbin,Pro Media
4,electr grid,4: electr grid,Pro Media
4,electr grid,4: electr grid,Pro Media
4,electr grid,4: electr grid,Pro Media
4,electr grid,4: electr grid,Pro Media
7,wind turbin,7: wind turbin,Pro Media
7,wind turbin,7: wind turbin,Pro Media
8,wind farm,8: wind farm,Pro Media
7,wind turbin,7: wind turbin,Pro Media
8,wind farm,8: wind farm,Pro Media
7,wind turbin,7: wind turbin,Pro Media
4,electr grid,4: electr grid,Pro Media
8,wind farm,8: wind farm,Pro Media
4,electr grid,4: electr grid,Pro Media
4,electr grid,4: electr grid,Pro Media
8,wind farm,8: wind farm,Pro Media
7,wind turbin,7: wind turbin,Pro Media
4,electr grid,4: electr grid,Pro Media
7,wind turbin,7: wind turbin,Pro Media
4,electr grid,4: electr grid,Pro Media
4,electr grid,4: electr grid,Pro Media
8,wind farm,8: wind farm,Pro Media
6,green transit,6: green transit,Pro Media
7,wind turbin,7: wind turbin,Pro Media
7,wind turbin,7: wind turbin,Pro Media
7,wind turbin,7: wind turbin,Pro Media
3,offshor wind,3: offshor wind,Pro Media
4,electr grid,4: electr grid,Pro Media
4,electr grid,4: electr grid,Pro Media
7,wind turbin,7: wind turbin,Pro Media
4,electr grid,4: electr grid,Pro Media
8,wind farm,8: wind farm,Pro Media
4,electr grid,4: electr grid,Pro Media
7,wind turbin,7: wind turbin,Pro Media
8,wind farm,8: wind farm,Pro Media
4,electr grid,4: electr grid,Pro Media
7,wind turbin,7: wind turbin,Pro Media
7,wind turbin,7: wind turbin,Pro Media
6,green transit,6: green transit,Reg Media
2,energiø bornholm,2: energiø bornholm,Reg Media
6,green transit,6: green transit,Reg Media
2,energiø bornholm,2: energiø bornholm,Reg Media
2,energiø bornholm,2: energiø bornholm,Reg Media
8,wind farm,8: wind farm,Reg Media
2,energiø bornholm,2: energiø bornholm,Reg Media
2,energiø bornholm,2: energiø bornholm,Reg Media
2,energiø bornholm,2: energiø bornholm,Reg Media
8,wind farm,8: wind farm,Reg Media
2,energiø bornholm,2: energiø bornholm,Reg Media
2,energiø bornholm,2: energiø bornholm,Reg Media
2,energiø bornholm,2: energiø bornholm,Reg Media
6,green transit,6: green transit,Reg Media
2,energiø bornholm,2: energiø bornholm,Reg Media
2,energiø bornholm,2: energiø bornholm,Reg Media
8,wind farm,8: wind farm,Reg Media
4,electr grid,4: electr grid,Reg Media
8,wind farm,8: wind farm,Reg Media
4,electr grid,4: electr grid,Reg Media
6,green transit,6: green transit,Reg Media
6,green transit,6: green transit,Reg Media
8,wind farm,8: wind farm,Reg Media
7,wind turbin,7: wind turbin,Reg Media
1,renew energi,1: renew energi,Reg Media
7,wind turbin,7: wind turbin,Reg Media
0,energi island,0: energi island,Reg Media
2,energiø bornholm,2: energiø bornholm,Reg Media
2,energiø bornholm,2: energiø bornholm,Reg Media
2,energiø bornholm,2: energiø bornholm,Reg Media
2,energiø bornholm,2: energiø bornholm,Reg Media
2,energiø bornholm,2: energiø bornholm,Reg Media
6,green transit,6: green transit,Reg Media
8,wind farm,8: wind farm,Reg Media
8,wind farm,8: wind farm,Reg Media
8,wind farm,8: wind farm,Reg Media
8,wind farm,8: wind farm,Reg Media
2,energiø bornholm,2: energiø bornholm,Reg Media
2,energiø bornholm,2: energiø bornholm,Reg Media
8,wind farm,8: wind farm,Reg Media
6,green transit,6: green transit,Reg Media
6,green transit,6: green transit,Reg Media
7,wind turbin,7: wind turbin,Reg Media
8,wind farm,8: wind farm,Reg Media
2,energiø bornholm,2: energiø bornholm,Reg Media
4,electr grid,4: electr grid,Reg Media
4,electr grid,4: electr grid,Reg Media
