Date,Title,Outlet,Content
2022-05-27 00:00:00,Trøst støtter ikke kunstig ø: Landanlæg på Bornholm har flere fordele,Bornholms Tidende,"borgmest gern mød borgerforening sydbornholm , men , højspændingsstation energiø plac bornholmsk jord . déen udnyt bornholm el-knudepunk klippegrund lanc energiselskab ørsted novemb 2019 . begreb `` energiø '' stam ørsted oplæg , sam tog klima- , energi-og forsyningsminist dan jørgens davær borgmest winni grosbøl positivt imod tank . - hel tag byggeri smit arbejdsplads aktivit hel øen . desud position havvindmøllepark bornholm energiø midt ude østersø , kæmp chanc , sagd winni grosbøl politik , plan offentliggjort . nuvær borgmest jacob trøst støt ligesom grosbøl oprind tank udnyt bornholm gunst placering - fremhæv potential lokal erhvervsliv . - ser bornholm bidrag grøn omstilling , godt båd forsyningssikker mas virksom , kobl bornholmsk projek , sig jacob trøst ( k ) tid . - grund , valg bornholm først omgang , , egn . virksomhed nem test ny teknologi ind ved landanlæg , frem 50 kilomet hav , samled ekstraudgift ved flyt vindmøl læng hav opfør kunst ø vægt højt jacob trøst . - nog , foreslå flyt vindmøl 50 kilomet kyst , gør bar projek væsent dyr . tror , flest dansk gern strøm så bil mul . åben alternativ placering borgmest afvis , høringsrund lokalbefolkning argument kan før , landanlæg plac and sted ind 260 hektar stor bruttoområd , energin foretræk . - kan find områd , bedr egn . tænk umiddelbart , valg områd , fordi dét , gen mindst forhold omgiv , sig , ind adres modstand , senest tid begynd vis mer tyd : - oplev , flest bornholm gern , mennesk , bor tæt landanlæg , selvfølg bekymred stør , men bekymred uds hav . tag alvor , gern ræk borgerforening kom snak , erklær borgmest . så fald få anledning besvar spørgsmål , borgerforening energiø bornholm stil det høringssvar. '' brk ` s begrund accept landanlæg ? hvornår tiltråd brk beslutning plac landanlæg ? hvilk begrund accept brk plac landanlæg indenfor kystnærhedszon ? '' skriv borgerforening bland and . borgmest lov del kommun information borg så vidt omfang mul . - vigt , åben proc . lig før , del vor vid borg , lig så snart . ting , kan svar , fordi tid , fastslår jacob trøst . fakta kunst ø nordsø kunst ø nordsø omkringlig havvindmøllepark lig ca . 80 km thorsmind . øen hus el-teknisk anlæg transport strøm møl elnet , eventuelt havn servicefacilitet først 3 gw havvindmøllepark nordsø . sen øen vindmøllepark udvid rum 10 gw takt , efterspørgsl strøm stig , øern forbind fler naboland . vindmøl , lev strøm øen , forvent stør , dag , kom læng hav hidtil . mul se møl land , flyv nordsø , se stor areal vindmøl plac omkring energiø . energiø østersø erstat bornholm kunst ø . nærmest møl stå 15-20 kilomet land syn kyst ."
2022-05-28 00:00:00,Energiøen - hvor svært skal det være?,Bornholms Tidende,"høringssvar kommun bornholm landbrug fødevar fir lodsej jord indenfor udpeged areal anlæg landbas del energiø gjort opmærksom , ønsk forring husdyrproduktion hensyn harmonikrav mer . drej to griseproducent , mælkeproducent samt planteavl . sidstnævnt ejer 60 hektar indenfor udpeged områd . planteavl liv syn arbejd stor maskin , pløj , harv , sår , gød , sprøjt , høst kalk , år år . planteavl får kompensation arbejd afgiv jord tre andr nabo , så kan få harmoni bedrift , behøv mer slås jord landanlæg . planteavl kan lev lyk rest - forhåbent lang - liv vis , skab stort ."
2022-06-02 00:00:00,Landbruget vil firedoble biogasproduktionen på få år,Bornholms Tidende,"bornholm landbrug fødevar barsl biogasplan , saml lang ræk bornholmsk aktør skab mer lokal bioga . plan kan før , bar tre år se betyd udbygning biogasanlæg aakirkeby . få år produc omkring fir gang så bioga bornholm , tilfæld dag . direktør bornholm landbrug fødevar , thoma bay jens , overbevist . organisation tog start året tet få etabl samarbejd mellem bornholm regionskommun ræk virksom formål udbyg biogasproduktion bornholm . øjeblik omdan bornholm bioenergi - bigadan aakirkeby hvert år 135.000 ton biomas bioga . bar tre år udbygning biogasanlæg mul produc mer dobbelt så bioga . - realistisk bud , måsk indenfor treår period klar produc bioga 350.000 ton biomas , så gradvis udvid mellem 500.000 600.000 ton biomas , fortæl thoma bay jens . tid grad bornholm landbrug fødevar plan . gaspris stig - mindst rusland invasion ukrain - regering ønsk , bioga afløs naturga danmark . - geopolitisk situation gør mer opportunt produc bioga . regering plan `` danmark kan mer ii '' sagt , al naturga opvarmning industri udfas 2035 , så erstat bioga . kun ekstra sten fundament , produc mer bioga bornholm , sig thoma bay jens . oplev , lokalt opbakning lav decid biogasplan bornholm . bornholm landbrug fødevar ansat jakob pindstrup von cappeln projektkoordinator driv proc , går godt få saml bornholmsk aktør bag plan . - vej lav biogasplan bornholm . lav sam rigt aktør : først omgang bornholm regionskommun , bornholm energi forsyning , landmænd , lev størstedel biomas , bigadan , ejer bornholm bioenergi , sig thoma bay jens . brændstof læng sigt læng sigt regn , power-to-x-teknologi omdan biogas brændstof , kan driv skib , lastbil fly . - sandsyn , kom power-to-x-anlæg bornholm . forbind energiø bornholm befordr faktor . kom produc rigt energi , power-to-x-anlæg lig tæt energikild , sig thoma bay jens . først lyk kom så lang landbrug ønskescenari , endnu fler samarbejdspartn vis . nem , brug biobrændstof . - kan røn havn , stor ' bornholm bunk hub ' . kan tung transport , altså firma bhs logistic ole holm transport spedition . så kan dat flyselskab , sig thoma bay jens . bornholmsk landbrug umiddelbart to fordel ved lev mer biomas produktion bioga . del kan peng tjen sælg gyl gris , husdyrgødning køer samt forskel afgrød energiproduktion . del bidrag , bornholmsk landbrug kan lev folketing krav , landbrug sænk det co2-udledning . bornholm landbrug fødevar arbejd , nær fremtid produc mer bioga bornholm bioenergi -bigadan aakirkeby"
2022-06-07 00:00:00,Hvem vil vi være?,Bornholms Tidende,"mer kompensation energiø landanlæg brug , regering end begynd behandl kommun ordent . 100 met lang bygning . områd , svar 126 hel fodboldban . få øje landanlæg kom energi-ø . kom støj . projek stat . ing bornholm bedt bygningsværk . så bornholm kræv , stat godtgør gen , energi-ø før ? båd borgmest jacob trøst ( k ) folketingsmedlem pet juel-jens ( v ) kom sag grundlovstal . beg ment ja : bornholm kræv kompensation . ekstra søkabel , skolehjem campus mer fremtidssikr lufthavn , foreslog pet juel-jens . fin ide , gaml pet juel-mærkesag , kæmp bravt året rund . andr borg kend godt . bar så energi-ø gør , svært se , regering giv bornholm eksempel skolehjem byt kæmp landanlæg . måsk mindst fordi energi-ø bring storstil vækst bornholm . få , nog , kan endnu begrib gigantisk . mer gang jord muligvis borgmest idé lad procentdel energi-ø overskud bornholm . måsk forankr fond , så send peng gør nyt øen . måsk kan regering bring , lyk , såmænd nok regn promil procent . stat hård , hård spænd kom år . corona kost milliard , alen minkskandal stod 19 slags . bagkant går forsvarsbudget vejr , så kom altså energi-ø . kom kunst anlag ø nordsø står sviml 210 milliard kron , svar næst fem storebælts-bro . altså tag par dag , før overskud del . stør optik må bornholm snart find , hvem egent . ene sid skab hyld billed drift smart iværksætter-ø . før kunsthåndværk uovertruf mad , bannerfør selvest demokrati folkemød , igen står lig dør . altsam ret rim . blev , kæmp hård . så kan altså hel føj flå dyrekøbt rob hvert and øjeblik , begynd giv tig . så hvilk to ? kommun derimod pres , andr kommun , skift regering underfinansi kommun snart år . mest nødvend kampagn før lig , jacob trøst nævnt grundlovsdag , faktisk væld borgmesterag tal . - ing hem , regering kom del gav kommun . forstå , sær set lys ting tilstand verd omkring , sagd jacob trøst . - håb , regering så meld åbent , råd hel . sted fortæl , kan find peng ved spar vor konsulent andr letkøbt budskab . ordent . betal bak . stå aben kommun , fortsat . lig præcis . kan regering bragt forstå , mer værd medlidenhedsgav ."
2022-06-07 00:00:00,Trøst ønsker del i overskud fra energi-ø,Bornholms Tidende,"bornholm får ulemp ved kom energi-ø , bør bornholm del fortjenest , sagd borgmest jacob trøst ( k ) grundlovstal . borgmest foreslog lad fond sørg , peng kan kom arbejd bornholm . stat bør lad del energi-ø kom afkast bornholm , sagd borgmest jacob trøst ( k ) søndag grundlovstal fru peters café østermari . borgmest foreslog opret lokal fond formål . - stor firma uddannelsesinstitution ørsted dtu står klar invest udvikl teknologi hånd stor mæng energi , fremov kom ude hav . giv båd arbejds-og uddannelsesplads bornholm , sagd jacob trøst først tal , båd handled ernergi-ø mul udfordring bornholm . - bør samtid arbejd få model , kompensation ulemp får procentdel afkast energiø fordeling via lokal fond bornholmsk samfund . båd giv mening ejerskab projek omstilling grøn energi , fortsat borgmest . - folk kom hel verd bornholm se , hvordan udvikl løsning indenfor grøn energi bæredyg . udvikling førerposition hold fast . ing tvivl , grøn omstilling kom , ser fler fler eksempl , vor klima vej gal retning . handl , sagd . landanlæg stort præcis folketingsmedlem pet juel-jens ( v ) samtid gjord ved venstr grundlovsmød , kom jacob trøst båd høj kom vindmøl hav bornholm - stor anlæg anlæg , tag imod strøm hav . - grøn omstilling bagsid . dyr . kan godt bekymr , plac 350 met høj vindmøl 15-20 kilomet bornholm kyst . plac stort landanlæg syd bornholm bygning , kan 25 met høj , sagd . - stor ofr vil tag grøn omstilling navn ? kom styk , vel spørgsmål få mest mul grøn strøm bil mul pris ? vil betal endnu høj strømpris få flyt møl anlæg læng hav ? overhoved andr alternativ ? spurg jacob trøst , gav bud par svar . - tag konstruktiv kask . lad sørg , landanlæg udform plac , så tag højd landskab , miljø omgiv . så unik , endnu fler tag bornholm se , hvordan form fremtid grøn energianlæg , sagd . jacob trøst gentog samtid idé kombin energi-ø landanlæg besøgscent , så landanlæg attraktion . - tirpitz muse blåvand , muse søfart helsingør besøgscent ved hammershus eksempl , hvordan kan design plac stor bygningsværk respek omgiv . må landanlæg energiø . udstillingsvindu rest verd , sagd . - bornholm mas udfordring tag fat , samtid ind god udvikling . grib chanc , men . tålmod vent resultat . lad tag ja-hat se mul frem begrænsning . stor ofr vil tag grøn omstilling navn ? kom styk , vel spørgsmål få mest mul grøn strøm bil mul pris ? vil betal endnu høj strømpris få flyt møl anlæg læng hav ? overhoved andr alternativ ? jacob trøst ( k ) , borgmest . del stat overskud kom energi-ø bør bornholm , sagd borgmest jacob trøst ( tv ) grundlovstal hav fru peters café østermari , omkring 40 deltag"
2022-06-07 00:00:00,Peter Juel: Staten må kompensere for energi-ø,Bornholms Tidende,"bornholm tål gern gen kom energiø . hjælp offervilj vej , stat giv vej , endnu god se , sagd folketingsmedlem pet juel-jens ( v ) grundlovstal . - gern bornholm løft ansvar grøn omstilling . lad udbyt . vej . , står mål , kom tål . kræved folketingsmedlem pet juel jens ( v ) søndag tal ved venstr grundlovsmød bolsterbjerg . baggrund pet juel-jens krav landanlæg kom energi-ø , bornholm kom læg jord . anlæg 90 hektar stort , svar 126 fodboldban . kom bestå fler bygning , ifølg pet juel-jens `` sandsynligvis 100 met lang 25 met høj '' . støj omkring 80-90 decibel , svar `` lastbil , står brum '' . bag pet juel-jens krav kompensation bornholm lig , kom 283 havvindmøl syn bornholm , fordi hver 168 met høj plac mellem 15 20 kilomet kyst . - tål hel del . måsk hjulp , udvid kapacitet godsrut køg , vær tvivl : etablering energiø læg beslag kapacit , ell kom bornholmsk erhvervsliv god , sagd pet juel-jens . ønsk kompensation bornholm kom , står klart , bornholm nystarted nationalt cent grøn energi kun får godt halvdel beløb , søgt danmark erhvervsfremmebestyr , forhold pet juel-jens nævnt grundlovstal . andr protest mindr andr ide talt pet juel-jens fremtidssikr bornholm lufthavn giv campus bornholm skolehjem , så campus kan få stud ovrefra praktikplads , dag står ubesat . nævnt søkabel num 2 flyt videregå uddan grøn energi bornholm desto mer gør bornholm `` uddannelses-og vidensmekka indenfor fremtid energi '' . samtid ser pet juel-jens tegn , andr kommun prøv undgå betyd mindr gen energi-ø gen , kom bornholm . - gør sur , sjælland , uds hus landanlæg 25 met høj omformerstation , tag så vel imod grøn omstilling . borgmestr ishøj høje-taastrup bedt energistyr slip del energiø-projek . kan sik , nok alligevel få strøm stikkontak , sagd . - landanlæg møl , tål , giv energi primært sjælland - reservation omformerstation . måsk tak ja omform , så kan energistyr fordel 283 møl hver 168 met landanlæg 126 fodboldban , sagd pet juel-jens . - bornholm lev landanlæg , gør ! fællesskab ansvar . simpelth `` ude øje , ude sind '' . fællesskab stort behov energi , så savn , fællesskab kompens gen , fællesskab beslutning skab . grundlovsdag bolsterbjerg : pet juel-jens brugt dag efterlys , stat anerkend bornholm ofr ved kom energi-ø"
2022-06-18 00:00:00,Energiø: Stor beslutning for Bornholm er lige om hjørnet,Bornholms Tidende,"landanlæg sydbornholm ifølg energin forbered , kan kobl to power-to-x-anlæg sam højspændingsstation , røbed energin vicedirektør paneldebat folkemød . energiø østersø kapacit 2 3 gigawat ? spørgsmål ifølg energistyr snart opklar . - beslutning gern lig hjørn , sagd vicedirektør mog hagelskær debat fredag folkemød . forskel mellem 2 3 gigawat 60-70 ekstra havvindmøl , ligesom landanlæg sydbornholm kræv mer plad . arrangement klima-og energiscen handled båd energiø nordsø østersø . nordsø projek ved voks enormt , fæl udmelding holland , belgi , tyskland danmark nå 65 gigawat 2030 . østersø indtil vid kun tyskland danmark , slut energiø bornholm . sver pol endnu tag imod invitation få kabelforbind . tilhør spurg , hvorfor nødvend eksportforbind overproduktion udland . energin vicedirektør energiø , han storm edlefs , slog fast , energimæng så stor , kan brug dansk el-kund alen . understreged , el-system europa ses stort perspektiv , fler kabelforbind kan strøm fordel så effektivt mul . - balanc el-system vand norg , vind midt europa sol syd , sagd understreged samtid , energiø dyr , træk kabl udland , så strøm kan eksport - spar peng ved del kabl , sagd han storm edlefs . oplyst , energin samarbejd tysk modpart ved lagt fast , hvordan kabelforbind detalj lav . valg teknologi hvem betal , bland punk , land systemoperatør nå enig . teknologi , brug saml vindenergi nær møl konvert jævnstrøm , banebryd . energin forvent , landanlæg få stor global opmærksom . - , tror , , kan udvikl test bornholm først sted verd . dét megaspænd - især el-nørd . forbered power-to-x debat nævnt deltag mul , produc brint energiø nordsø træk brintrør land kunst ø , lig 100 kilomet kyst . spørg vid , brintrør power-to-x - altså produktion brændstof ved hjælp elektrolys - indgik plan bornholm . han storm edlefs forklared , plan brintrør , produktion eksempel grønt skibsbrændstof , røn havn arbejd intenst få bornholm , afhæng interes privat erhvervsliv . - vor anlæg bornholm forbered , kan kobl to power-to-x-anlæg , , forklared han storm edlefs ."
2022-06-22 00:00:00,Energiø-omkostninger skal reduceres med milliardbeløb,Bornholms Tidende,"energistyr giv tilsagn 27 million kron støt projek , spar to energiø 20 milliard . projek , reduc anlægsomkostning to energiø 20 milliard kron , fået tilsagn stort millionbeløb støt . offshor energy hub titl projek , netop fået knap 27 million udvikl ræk teknologi løsningsmodel energiø , herund ind power-to-x . power-to-x kald , brug strøm produktion brint andr energiform . teknologi dag , klar tag brug stor skala . knap 27 million kron blev giv tilsagn støt projek , hvilk størst beløb 26 projek , tirsdag fik annonc støt eudp . - overordned formål projek reduc anlægsomkostning to først energiø 20 milliard kron . samtid løsning fremtidssikr ekspansion energiø-koncept internationalt . projek skab ram bornholm fremtid storskala udviklings-og testcent energiø-teknologi dermed styrk dansk industris førerposition områd , fortæl jacob østergaard , professor ved dtu vind energisystem står spids projek . beskriv projek står yderm , skab båd direk indirek værdi , hvilk sker gennem løsning understøt stabil robust drift samt øget profitabilit energiø , lyd projektbeskriv . to energiø først to slag verd , hvoraf ene plac bornholm . plan realis ind 2030 . pressemeddel energistyr fremgår , energiteknologisk udviklings-og demonstrationsprogram ( eudp ) støt ialt 26 forskel energiprojek 194,5 million kron . - stor interes program giv mul støt bred vift energiprojek - netop nødt sats bredt teknologi , nå mål energipolitisk målsætning , sig ann gret holmsgaard , formand eudp 's bestyr meddel . projek kan reduc anlægsomkostning energiø 20 milliard kron"
2022-06-24 00:00:00,Parter løfter sløret: Energiøen er en mulighed for lokale virksomheder,Bornholms Tidende,"busines cent bornholm sæt lokal virksom sam energin ørsted , fortæl , hvordan udbud kom foregå forbind arbejd energiø . energiø bornholm danmark nye knudepunk ind vedvar energiproduktion . gern bidrag styrk udvikl lokal erhvervsliv , men busines cent bornholm . løs opgav undervej , kan lokal virksom lig så godt løs konkurrent ovrefra udland . øge chanc sker , sæt erhvervscentr lokal erhvervsliv sam energin ørsted . formål fortæl virksomhed , hvordan etablering energiø kan giv mul udbud , forbind etablering landanlæg havvindmøllepark . fremgår busines cent bornholm hjemmesid . præg udvikling mød energin ørsted præsent udbudsproces forbind etablering landanlæg havvindmølleanlæg , lokal virksom del erfaring , nuvær tidspunk opnå tid anlægs-og offshore-projek . deltag få indblik overordned vision energiø bornholm nationalt cent grøn energi hør arbejd , gør skab fokus bornholm østersø fyrtårn udnyt grøn energi . samtid får mul præg udvikling udformning digital indgang fremtid udbudsinformation forbind energiø bornholm . overordn gern sikr , bornholmsk virksom detalj information bland and kom udbud , underentrepris udbudsproces . forudsætning , lokal virksom spil , derfor opfordr busines cent bornholm byd behov deltag aktivt arrangement , foregår aula tid uddannelsescent snorrebak 27. juni ."
2022-06-25 00:00:00,Rønne Havn i spidsen for undersøgelse af grønne brændstoffer,Bornholms Tidende,"undersøg power-to-x-produktion grøn brændstof bornholm modtag støt danmark erhvervsfremmebestyr . undersøg forvent gennemført løb år . danmark erhvervsfremmebestyr valg støt undersøg produktion grøn brændstof bornholm . undersøg led røn havn a/ s afdæk mul brug vedvar energi kom energiø lav lokal power-to-x-produktion grøn brændstof bornholm . fremgår pressemeddel røn havn . tank undersøg ræk aspek power-to-x-produktion , bland and fremstilling , økonomi mul tilkobling elsystem fjernvarmeanlæg bornholm tvær østersø . produktion power-to-x-brændstof ny typ industri , tid bornholm . derfor del projek undersøg , øen anlæg lag plac . power-to-x handl omdan elektricit ( pow ) and ( x ) , kan eksempel brint , ent kan anv direk kan kombin andr element raffin brændstof kemikali . røn havn samarbejd ræk lokal national partn ørsted , skovgaard energy , topso , danfos driv , rambøl , dtu management , dtu wind and energy system , bornholm energi & forsyning , bornholm regionskommun gat 21 , fremgår . løb år år sid igangsat røn havn konsorti bornholm bunk hub sam ott international partn . konsorti arbejd gør bornholm tankstation grøn brændstof skib , sejl østersø . ifølg havn power-to-x-undersøg natur forlæng arbejd bornholm bunk hub , derfor undersøg , stor mæng grønt brændstof , afsæt bornholm , samt brændstof kan afsæt tung landtransport industri øen . undersøg forvent gennemført løb år mund busines cas , bland and beskriv omkostning , potentielt udbyt eventuel risici . pressemeddel fremgår , undersøg opfølgning vækstteam bornholm anbefaling forår 2021 , bland and gik , bornholm østersø grøn transporthub , projek gennemfør del erhvervsfyrtårn , gør bornholm østersø centrum grøn energi . fremgår , danmark erhvervsfremmebestyr støt undersøg . landsplan støt 14 projek udvikling fremtid grøn , innovativ teknologi 225 million kron . projek bidrag udvikling power-to-x-og brintområd danmark . erhvervsfremmebestyr råd midl eu 's strukturfond midl decentral erhvervsfrem , herund turism . projek projek formål foretag gennemførlighedsundersøg fremtid storskala power-to-x ( ptx ) -produktion grøn e-fuel bornholm tilknytning fremtid energiø . projek opdelt sek arbejdspak , hver afdæk element undersøg : 1 ) undersøg input ptx-produktion 2 ) identificering dimensionering konfiguration ptx-anlæg 3 ) fokus marked produk indtægtsgrundlag 4 ) undersøg integration eksist energisystem tilhør indtægtsstrøm 5 ) fokus potentiel placering ptx-anlæg mul eksport produk herfra 6 ) oplysning saml busines cas ptx-produktion stad behæft usikker . gennem projek partn mindsk risici etablering ptx-produktion bornholm ved skab busines cas ptx-produktion , inklud dimensionering , indtægtsstrøm , omkostning bygning drift samt potentiel placering . mul brug vedvar energi energiø lokal produktion grøn brændstof undersøg . røn havn a/ s led undersøg ."
2022-07-01 00:00:00,Kæmpe tech-virksomhed lægger vejen forbi Bornholm,Bornholms Tidende,"verd størst tech-virksom transport enorm mæng data sver tyskland spil , firma global connect forstærk fibern bornholm . energi-ø rum stor mul , teknologitung firma kan vælg slå , men global connect . hel operation gå hurt . næst lig så hurt data transport gennem fiberkabl . cirka 10 tim fredag tag fiberkabel-entreprenør global connect bring stærk fiberkabel land røn . rodfæst , før skib fiberkabl fortsæt læg kabel met havbund hel vej mellem røn sassnitz . global connect anlæg fiberkabl kund , transport stor mæng data , oft lang afstand . bland kund verd størst virksom . projek læg kabel røn sassnitz kun lil del stør operation , handl læg fiberkabel mellem nord sver tyskland . arbejd bestilt såkald tech-gigant , googl facebook bland mest kend - datacentr , ekstremt stor behov flyt data . ved altid , brug så fib , interes hel , fortæl martin højriis kristens , chef marked operation global connect . - må sig , hvem kund nord-sver . svensk aktør . tech-gigant , sig . energi-ø giv mul tech-gigant bornholm øjeblik mer mer interessant . skyld , energi-ø vej løft grøn energi . tech-gigant gigant forbrug strøm . - energiø bornholm kom , kan gør bornholm interessant stor teknologi-virksom . energiø blev realis , tror , giv interessant perspektiv . kræv , infrastruktur , båd strøm data , sig marin højriis kristens . - energiø vurdering , haft . tror , , bornholm blev energiø , sig . kabl mellem røn sassnitz kun først tre , planlag . først kabel kom forbind røn tysk by sassnitz . efterår and kabel kom gå øland sandv . tredj kabel forbind simrishamn hasl - gern byg forbind sted , strøm grøn . let byg datakabl , strøm , flyt strøm gennem europa , forklar martin højriiis kristens , hvorfor tech-gigant vælg sæt kæmp beløb flyt data mellem sver tyskland . - læg fib mellem sver tyskland , kan ent gå udenom bornholm , kan gå hen bornholm . tvivl . gå land bornholm giv mas mul læng sigt , kost sær gå ombord projek , sig . energiø bornholm kom , kan gør bornholm interessant stor teknologi-virksom . energiø blev realis , tror , giv interessant perspektiv . martin højriis kristens , chef marked operation global connect . lign cigaræsk styk nytårskrud . martin højriis kristens står fib , kan transport stor mæng dat lang afstand ."
2022-07-04 00:00:00,Staten inviterer: Branchen kan påvirke udbuddet af energiøen,Bornholms Tidende,"gennem såkald markedsdialog potentiel byd mul påvirk udbud energiø bornholm . havvindmøllepark ved energiø born holm stå færd 2030 . først dansk energiø , selvom lig ott år ude fremtid , forarbejd fuld gang . derfor invit energistyr energin potentiel byd branch såkald markedsdialog slutning august . formål drøft væsent element ram kom udbud . dermed får potentiel byd vindmøllebranch generelt mul få indflyd ram udbud energiø bornholm havvindmøllepark andr havvindmøllepark . tank optim udbudsmaterial sidst end opnå så god bud mul . fortæl energistyr pressemeddel . dialog udgangspunk fokus bland and projek land nettilslutning , overvej overplanting power-to-x samt miljøundersøg . 15 kilomet kyst endnu usikkert , helt præcist send udbud . politisk beslut , danmark opfør to energiø , sikr grøn forsyning dansk udenlandsk eln , endnu beslut , instal kapacit øges to tre gigawat , vindmøl kan plac 15 kilomet afstand kyst . tid undersøg mul overplanting , betyd , samled kapacit stig 3,8 gigawat . mul ekstra kapacit tilfæld overplanting privat initiativ anv bland and power-to-x . overplanting betyd , tillad opsæt fler vindmøl stør produktion strøm produktion , kan aflev ved kollektiv net ved tilslutningspunk . power-to-x handl omdan elektricit ( pow ) and ( x ) , eksempel brint , ent kan anv direk kan kombin andr element raffin brændstof kemikali ."
2022-07-12 00:00:00,Janie vil gøre lokale virksomheder grønne: ' De skal gøre sig synlige',Bornholms Tidende,"nyansat projektkonsulent busines cent bornholm bindeled mellem lokal virksom grøn omstilling . kom mas mul bornholmsk virksom , byggeri nye energiø ram år . gæld forbered , men jani dylsing , netop tiltråd stilling projektkonsulent busines cent bornholm , del nationalt cent grøn energi . jani dylsing kom oprind sjælland , flytted 1989 bornholm davær mand boed bornholm indtil 2004 , så kend rim grad bornholmsk forhold . 1. februar vend retur bornholm , især fordi dat , svigersøn to børnebørn stad bor øen , kom tilbag smuk natur ro , øen . så kom job pluds . - føl enormt privileg , fået job , egent slet plan , job bornholm start . pendled først tre måned , flytted bornholm , så opstod mul pluds , tænk , kan gør forskel . miljø enormt vigt emn , gern arbejd , sig jani dylsing . nye projektkonsulent hovedopgav få rigt mennesk mød hinand hjælp bornholmsk virksom forb styrk innovationskraft øen , heribland nystarted residential colleg , ung dtu-stud kom bornholm slag satellit universitet . - residential colleg får vidensbank øen , rigt vigt , bornholmsk virksom brug . opgav få formidl kontak , ung studieopgav forskningsprojek kan brug gavn vor lokal samfund bornholmsk virksom . investering god tid energiø etabl år , kom opgav , kan løs lokal virksom . kræv , gjort klar , understreg jani dylsing . - stor mul få forskel opgav øen indenfor offshore-og vindmølleindustri , appel rigt stort samarbejd mellem bornholmsk virksom , så kan byd opgav sam . så kræv åben nysger forhold lær andr virksomhed erfaring samt fokus skab samarbejd fremtid projek , båd udenfor bornholm , påpeg jani dylsing . men , mest åbenlys opstå fler andr mul bornholmsk erhvervsdriv , rigt mennesk kom berøring stor projek . kan eksempel overnatning uddan personal . - handl leverandør gør interessant syn , tror , fler virksom kom underleverandør . bornholmsk virksom se mulighed klar invest . faldgrub kan , vent læng , så opgav snup andr , sig jani dylsing . derfor vigt , virksomhed hold rigt godt orient , hvilk udbud kom . nationalt cent grøn energi workshop 27. juni netop invit virksom hør ønsk , hvordan kan skab mer detalj oversku overblik . forvej områd mangel arbejdskraft . hvordan lokal virksom løs ? - kæmp udfordring dag , mangel arbejdskraft , båd danmark andr land . , tror , benyt , ekspertis dtu-stud kom . kan invit virksom forskningsprojek dereft se rekrutteringsmu . så , hed international arbejdskraft , dér lig mul . få rigt kompetenc opgav tænk kompetenceudvikling målretted erhvervsuddan . jani dylsing opfordr , virksom , tvivl , hvordan kan gør attraktiv klar opgav , henvend busines cent bornholm , partn nationalt cent grøn energi . - fler konsulent , kan arbejd virksom , kan få snak , hvilk tank byd nye opgav . kan samarbejd nationalt cent grøn energi klæd , så står godt , udbud kom , fortæl jani dylsing . - opfordr bland and lokal virksom tænk iso-certificering , kræv , opsøg nysger , , kan byd . opmærksom , ens virksom mangl kompetenc udfør specifik opgav , så fald hvordan kan få fat kompetenc . ny energiområd egen baggrund arbejd grøn energi ? - faktisk helt nyt . arbejd ind finansiel sektor start karri . så undervis erhvervsskol , arbejd projektled dag led ind beskæftig uddan senest 20-25 år . så , kan , skab netværk se mul behov virksomhed . selv energiområd nyt , forklar jani dylsing . brug derfor rigt tid energi få bred forstå områd . - gern gør klima , del stort projek , faktisk kan gør forskel , , syn fantastisk , , gør samarbejd . kan find løsning sam . jani dylsing tid arbejd coaching mentorforløb , hjalp mindr virksom bland and karriereudvikling , hvordan kan få arbejdsliv , gern . virkemidl men , kan brug job konsulent bornholm . - men , god menneskeforstå god forstå se potential , båd mennesk forhold udvikling forretning . så dag brug rigt , arbejd år . så indstilling , altid mul , grib . - vigt fokus mennesk , forretning . sikr kontak forhold , gern forretning . kan se egen forretning . kan brug intuition fornem , virk rigt netop . tag ejerskab egen forretning , slut jani dylsing . kræv åben nysger forhold lær andr virksomhed erfaring . jani dylsing projektkonsulent . jani dylsing men , god mul , bornholmsk virksom kan få del opgav , nye energiø realis ."
