Topic,Probability
-1,0.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,0.9753257711887414
-1,0.0
1,0.4015651844987943
-1,0.0
0,1.0
0,0.7727895517208015
-1,0.0
0,0.7427229008635735
0,0.7902628145053796
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,0.808587002358692
0,1.0
0,1.0
0,0.879366219695123
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
1,0.6541401108555432
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
1,0.5829368638591058
0,0.9796610599652211
0,0.8888426394474103
0,0.8622045258278296
0,0.9552748601844888
0,1.0
0,1.0
0,1.0
0,0.950941452941164
0,1.0
0,1.0
0,1.0
0,0.9905705957302996
0,1.0
0,1.0
0,1.0
1,0.6175659375725034
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,0.9123851071154221
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,0.8750628515041812
0,1.0
0,1.0
0,1.0
0,1.0
0,0.8823005889321132
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,0.9112622288314326
0,1.0
-1,0.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,0.8350212009431717
0,0.7385931452180953
-1,0.0
-1,0.0
-1,0.0
0,1.0
0,1.0
1,0.633600807251583
0,1.0
0,1.0
0,1.0
0,1.0
-1,0.0
0,1.0
0,1.0
0,1.0
0,1.0
-1,0.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
1,0.9335210860384642
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,0.865093612956946
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,0.9866309575469151
0,1.0
0,1.0
1,0.4284816963981365
0,1.0
0,1.0
0,1.0
0,1.0
0,0.803711753289275
0,1.0
0,1.0
-1,0.0
0,0.7805923789837548
0,1.0
-1,0.0
0,1.0
0,0.8436699415983429
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
1,0.6963631211243799
0,1.0
0,1.0
0,1.0
0,1.0
1,1.0
0,0.9067429762216713
1,0.9953489080274652
0,0.99599339330571
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,0.9037289363443406
0,1.0
0,0.8827728840531732
0,1.0
0,1.0
0,1.0
0,1.0
1,0.4972339747440873
0,1.0
0,1.0
0,0.8761905782468273
0,1.0
0,1.0
-1,0.0
0,1.0
0,1.0
0,1.0
-1,0.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,0.9380401826790967
0,0.9673680562160475
0,0.7652493489229611
0,0.8225009016271015
0,1.0
0,0.8992188666919153
0,1.0
0,1.0
0,0.9622188549361349
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,0.9438148487422751
0,1.0
0,1.0
0,0.7924873665428455
0,1.0
0,1.0
0,1.0
-1,0.0
0,0.8928940266660793
0,0.8057776527225287
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
1,0.48433908576108253
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,0.7570144171701239
0,0.7551974685576528
0,0.7872846625049137
0,1.0
0,1.0
0,1.0
0,1.0
0,0.889280660991537
0,1.0
-1,0.0
0,0.8598452987717589
0,1.0
0,1.0
0,0.9902053834699479
0,1.0
0,1.0
0,0.8089350254091823
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,0.9167443680086619
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,0.817295172769482
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,0.8456764036620054
0,0.8272121157799713
0,1.0
0,0.7926471772093204
0,1.0
0,0.9242717819572976
0,1.0
-1,0.0
0,0.9402318698309945
0,1.0
0,1.0
0,1.0
0,1.0
0,0.8837179954991428
0,1.0
0,0.7819723515851854
0,1.0
0,1.0
1,0.7418106974130783
0,0.7382914771003579
0,0.8984555977334935
0,1.0
0,1.0
0,0.8739680862016742
0,1.0
1,0.5875310837300645
-1,0.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,0.8854273148257084
0,1.0
0,1.0
0,1.0
0,1.0
1,0.9970454312014374
0,1.0
0,1.0
-1,0.0
